,DOI,link
4016,10_5281&zenodo_3416957,https://doi.org/10.5281/zenodo.3416957
4017,10_5281&zenodo_3375510,https://doi.org/10.5281/zenodo.3375510
4018,10_3390&su12166292,https://doi.org/10.3390/su12166292
4019,10_3390&nu12092498,https://doi.org/10.3390/nu12092498
4020,10_21769&BioProtoc_3485,https://doi.org/10.21769/BioProtoc.3485
4021,10_1038&s41598-021-89289-y,https://doi.org/10.1038/s41598-021-89289-y
4022,10_1016&j_bbr_2020_112975,https://doi.org/10.1016/j.bbr.2020.112975
4023,10_7554&eLife_50651,https://doi.org/10.7554/eLife.50651
4024,10_1016&j_beproc_2020_104221,https://doi.org/10.1016/j.beproc.2020.104221
4025,10_3390&ani11041068,https://doi.org/10.3390/ani11041068
4026,10_3390&foods10102420,https://doi.org/10.3390/foods10102420
4027,10_5114&AIN_2021_111788,https://doi.org/10.5114/AIN.2021.111788
4028,10_13075&ijomeh_1896_01323,https://doi.org/10.13075/ijomeh.1896.01323
4029,10_1155&2019&3764354,https://doi.org/10.1155/2019/3764354
4030,10_1016&j_ijpsycho_2018_10_009,https://doi.org/10.1016/j.ijpsycho.2018.10.009
4031,10_1007&s00429-017-1527-7,https://doi.org/10.1007/s00429-017-1527-7
4032,10_3389&fpsyg_2017_02155,https://doi.org/10.3389/fpsyg.2017.02155
4033,10_3389&fpsyg_2017_00676,https://doi.org/10.3389/fpsyg.2017.00676
4034,10_1080&07420528_2017_1372469,https://doi.org/10.1080/07420528.2017.1372469
4035,10_1016&J_PAID_2021_111018,https://doi.org/10.1016/J.PAID.2021.111018
4036,10_14314&polimery_2017_532,https://doi.org/10.14314/polimery.2017.532
4037,10_1016&j_physe_2018_11_033,https://doi.org/10.1016/j.physe.2018.11.033
4038,10_1016&j_ssi_2018_01_041,https://doi.org/10.1016/j.ssi.2018.01.041
4039,10_1088&1361-648x&aa9fd9,https://doi.org/10.1088/1361-648x/aa9fd9
4040,10_1016&j_electacta_2017_01_015,https://doi.org/10.1016/j.electacta.2017.01.015
4041,10_1016&j_jsse_2017_06_022,https://doi.org/10.1016/j.jsse.2017.06.022
4042,10_1016&j_jpowsour_2017_09_072,https://doi.org/10.1016/j.jpowsour.2017.09.072
4043,10_1039&c9ta11565j,https://doi.org/10.1039/c9ta11565j
4044,10_1016&j_jpowsour_2019_227471,https://doi.org/10.1016/j.jpowsour.2019.227471
4045,10_1039&d0ta05556e,https://doi.org/10.1039/d0ta05556e
4046,10_1016&j_solidstatesciences_2018_10_017,https://doi.org/10.1016/j.solidstatesciences.2018.10.017
4047,10_1021&acsami_9b10184,https://doi.org/10.1021/acsami.9b10184
4048,10_1103&PhysRevB_99_214440,https://doi.org/10.1103/PhysRevB.99.214440
4049,10_1016&j_cej_2021_130293,https://doi.org/10.1016/j.cej.2021.130293
4050,10_1002&adfm_202102406,https://doi.org/10.1002/adfm.202102406
4051,10_1016&j_jpowsour_2019_02_012,https://doi.org/10.1016/j.jpowsour.2019.02.012
4052,10_1016&j_ssi_2019_02_007,https://doi.org/10.1016/j.ssi.2019.02.007
4053,10_1149&2_0511903jes,https://doi.org/10.1149/2.0511903jes
4054,10_1016&j_ssi_2019_03_004,https://doi.org/10.1016/j.ssi.2019.03.004
4055,10_1177&0956797621996668,https://doi.org/10.1177/0956797621996668
4056,10_1038&S41598-021-88314-4,https://doi.org/10.1038/S41598-021-88314-4
4057,10_1007&JHEP11(2021)043,https://doi.org/10.1007/JHEP11(2021)043
4058,10_1140&epjc&s10052-021-09711-7,https://doi.org/10.1140/epjc/s10052-021-09711-7
4059,10_1007&JHEP11(2021)181,https://doi.org/10.1007/JHEP11(2021)181
4060,10_1103&PhysRevD_104_L091102,https://doi.org/10.1103/PhysRevD.104.L091102
4061,10_1103&PhysRevD_104_072010,https://doi.org/10.1103/PhysRevD.104.072010
4062,10_1007&JHEP12(2021)107,https://doi.org/10.1007/JHEP12(2021)107
4063,10_1007&JHEP12(2021)117,https://doi.org/10.1007/JHEP12(2021)117
4064,10_1007&JHEP12(2021)141,https://doi.org/10.1007/JHEP12(2021)141
4065,10_1080&10803548_2016_1197577,https://doi.org/10.1080/10803548.2016.1197577
4066,10_13075&ijomeh_1896_01162,https://doi.org/10.13075/ijomeh.1896.01162
4067,10_1080&15298868_2017_1414716,https://doi.org/10.1080/15298868.2017.1414716
4068,10_3389&fpsyg_2019_01901,https://doi.org/10.3389/fpsyg.2019.01901
4069,10_15503&jecs20181_99_108,https://doi.org/10.15503/jecs20181.99.108
4070,10_1037&pspp0000260,https://doi.org/10.1037/pspp0000260
4071,10_1080&09658211_2015_1137323,https://doi.org/10.1080/09658211.2015.1137323
4072,10_1080&15298868_2020_1773524,https://doi.org/10.1080/15298868.2020.1773524
4073,10_1177&0265407520969896,https://doi.org/10.1177/0265407520969896
4074,10_24425&PPB_2019_131004,https://doi.org/10.24425/PPB.2019.131004
4075,10_1371&journal_pone_0247814,https://doi.org/10.1371/journal.pone.0247814
4076,10_3917&anpsy1_201_0039,https://doi.org/10.3917/anpsy1.201.0039
4077,10_12740&app&78497,https://doi.org/10.12740/app/78497
4078,10_1016&j_foodchem_2021_130132,https://doi.org/10.1016/j.foodchem.2021.130132
4079,10_24917&20837276_8_4,https://doi.org/10.24917/20837276.8.4
4080,10_3390&ijerph16214107,https://doi.org/10.3390/ijerph16214107
4081,10_16986&huje_2018043462,https://doi.org/10.16986/huje.2018043462
4082,10_5604&01_3001_0014_4431,https://doi.org/10.5604/01.3001.0014.4431
4083,10_3390&ijerph17197062,https://doi.org/10.3390/ijerph17197062
4084,10_3390&ijerph18158055,https://doi.org/10.3390/ijerph18158055
4085,10_12738&jestp_2020_2_002,https://doi.org/10.12738/jestp.2020.2.002
4086,10_5114&cipp_2021_110085,https://doi.org/10.5114/cipp.2021.110085
4087,10_24425&ppb_2019_131315,https://doi.org/10.24425/ppb.2019.131315
4088,10_5604&01_3001_0015_3939,https://doi.org/10.5604/01.3001.0015.3939
4089,10_34766&fetr_v47i3_767,https://doi.org/10.34766/fetr.v47i3.767
4090,10_5604&01_3001_0014_8473,https://doi.org/10.5604/01.3001.0014.8473
4091,10_5603&PSYCH_a2021_0041,https://doi.org/10.5603/PSYCH.a2021.0041
4092,10_34813&28coll2021,https://doi.org/10.34813/28coll2021
4093,10_33119&SD_2018_2_2,https://doi.org/10.33119/SD.2018.2.2
4094,10_4467&20842627oz_17_014_6784,https://doi.org/10.4467/20842627oz.17.014.6784
4095,10_1017&s0021932017000190,https://doi.org/10.1017/s0021932017000190
4096,10_1016&j_alcr_2020_100329,https://doi.org/10.1016/j.alcr.2020.100329
4097,10_1017&s0021932020000280,https://doi.org/10.1017/s0021932020000280
4098,10_1017&S0021932017000190,https://doi.org/10.1017/S0021932017000190
4099,10_1177&0192513X19868257,https://doi.org/10.1177/0192513X19868257
4100,10_7202&1055724ar,https://doi.org/10.7202/1055724ar
4101,10_2478&ceej-2021-0005,https://doi.org/10.2478/ceej-2021-0005
4102,10_20377&jfr-666,https://doi.org/10.20377/jfr-666
4103,10_1007&s10680-020-09574-w,https://doi.org/10.1007/s10680-020-09574-w
4104,10_32088&0000_35,https://doi.org/10.32088/0000.35
4105,10_4054&demres_2021_44_13,https://doi.org/10.4054/demres.2021.44.13
4106,10_1038&s41386-018-0119-4,https://doi.org/10.1038/s41386-018-0119-4
4107,10_1111&gbb_12457,https://doi.org/10.1111/gbb.12457
4108,10_1016&j_pharep_2019_09_015,https://doi.org/10.1016/j.pharep.2019.09.015
4109,10_1007&s11255-021-02994-5,https://doi.org/10.1007/s11255-021-02994-5
4110,10_1037&neu0000378,https://doi.org/10.1037/neu0000378
4111,10_7494&HUMAN_2019_18_1_95,https://doi.org/10.7494/HUMAN.2019.18.1.95
4112,10_1080&1047840X_2019_1693867,https://doi.org/10.1080/1047840X.2019.1693867
4113,10_1016&J_NEWIDEAPSYCH_2021_100929,https://doi.org/10.1016/J.NEWIDEAPSYCH.2021.100929
4114,10_1080&17439760_2020_1832248,https://doi.org/10.1080/17439760.2020.1832248
4115,10_3390&BRAINSCI11020155,https://doi.org/10.3390/BRAINSCI11020155
4116,10_3390&brainsci11020155,https://doi.org/10.3390/brainsci11020155
4117,10_18778&1505-9057_48_10,https://doi.org/10.18778/1505-9057.48.10
4118,10_18778&1505-9057_58_07,https://doi.org/10.18778/1505-9057.58.07
4119,10_1007&s11027-018-9821-0,https://doi.org/10.1007/s11027-018-9821-0
4120,10_3390&ijerph182010684,https://doi.org/10.3390/ijerph182010684
4121,10_22323&1_358_0708,https://doi.org/10.22323/1.358.0708
4122,10_33963&KP_15071,https://doi.org/10.33963/KP.15071
4123,10_1051&matecconf&201928405003,https://doi.org/10.1051/matecconf/201928405003
4124,10_1016&j_pjnns_2017_07_004,https://doi.org/10.1016/j.pjnns.2017.07.004
4125,10_1080&20445911_2021_1916508,https://doi.org/10.1080/20445911.2021.1916508
4126,10_1037&npe0000145,https://doi.org/10.1037/npe0000145
4127,10_22630&pniks_2019_28_2_29,https://doi.org/10.22630/pniks.2019.28.2.29
4128,10_15199&33_2018_10_25,https://doi.org/10.15199/33.2018.10.25
4129,10_1007&s11440-020-01085-6,https://doi.org/10.1007/s11440-020-01085-6
4130,10_1007&s11440-021-01255-0,https://doi.org/10.1007/s11440-021-01255-0
4131,10_2478&SGEM-2020-0010,https://doi.org/10.2478/SGEM-2020-0010
4132,10_1016&j_powtec_2021_06_025,https://doi.org/10.1016/j.powtec.2021.06.025
4133,10_1016&j_compgeo_2021_104108,https://doi.org/10.1016/j.compgeo.2021.104108
4134,10_1093&ejcts&ezab294,https://doi.org/10.1093/ejcts/ezab294
4135,10_1530&ec-21-0257,https://doi.org/10.1530/ec-21-0257
4136,10_15678&PJOEP_2017_12_04,https://doi.org/10.15678/PJOEP.2017.12.04
4137,10_24425&NAUKA_2019_126191,https://doi.org/10.24425/NAUKA.2019.126191
4138,10_3390&nu13030864,https://doi.org/10.3390/nu13030864
4139,10_5604&01_3001_0015_2463,https://doi.org/10.5604/01.3001.0015.2463
4140,10_15439&2018F335,https://doi.org/10.15439/2018F335
4141,10_18462&iir_gl_2018_1206,https://doi.org/10.18462/iir.gl.2018.1206
4142,10_18462&iir_gl_2018_1243,https://doi.org/10.18462/iir.gl.2018.1243
4143,10_12659&AJCR_932999,https://doi.org/10.12659/AJCR.932999
4144,10_1007&S00005-020-00581-7,https://doi.org/10.1007/S00005-020-00581-7
4145,10_1007&s12144-015-9398-7,https://doi.org/10.1007/s12144-015-9398-7
4146,10_1080&07420528_2017_1316730,https://doi.org/10.1080/07420528.2017.1316730
4147,10_5114&ppn_2018_77034,https://doi.org/10.5114/ppn.2018.77034
4148,10_12659&msm_907742,https://doi.org/10.12659/msm.907742
4149,10_1515&cpp-2018-0003,https://doi.org/10.1515/cpp-2018-0003
4150,10_1080&09291016_2019_1678243,https://doi.org/10.1080/09291016.2019.1678243
4151,10_12740&pp&onlinefirst&61352,https://doi.org/10.12740/pp/onlinefirst/61352
4152,10_5114&ada_2018_77670,https://doi.org/10.5114/ada.2018.77670
4153,10_1016&j_psychres_2016_12_034,https://doi.org/10.1016/j.psychres.2016.12.034
4154,10_1016&j_ejpsy_2017_09_004,https://doi.org/10.1016/j.ejpsy.2017.09.004
4155,10_1016&j_ejpsy_2017_09_003,https://doi.org/10.1016/j.ejpsy.2017.09.003
4156,10_1016&j_psychres_2017_08_089,https://doi.org/10.1016/j.psychres.2017.08.089
4157,10_1007&s10597-019-00507-4,https://doi.org/10.1007/s10597-019-00507-4
4158,10_1007&s10902-019-00163-1,https://doi.org/10.1007/s10902-019-00163-1
4159,10_12740&PP&OnlineFirst&40548,https://doi.org/10.12740/PP/OnlineFirst/40548
4160,10_5114&ppn_2020_101203,https://doi.org/10.5114/ppn.2020.101203
4161,10_1080&07420528_2020_1865393,https://doi.org/10.1080/07420528.2020.1865393
4162,10_1016&j_matlet_2019_127182,https://doi.org/10.1016/j.matlet.2019.127182
4163,10_5603&EP_a2020_0067,https://doi.org/10.5603/EP.a2020.0067
4164,10_24425&bpasts_2021_137508,https://doi.org/10.24425/bpasts.2021.137508
4165,10_1145&3465481_3470087,https://doi.org/10.1145/3465481.3470087
4166,10_1140&epja&s10050-021-00388-w,https://doi.org/10.1140/epja/s10050-021-00388-w
4167,10_1016&j_physletb_2021_136421,https://doi.org/10.1016/j.physletb.2021.136421
4168,10_1140&epjc&s10052-021-09437-6,https://doi.org/10.1140/epjc/s10052-021-09437-6
4169,10_1016&j_physletb_2021_136280,https://doi.org/10.1016/j.physletb.2021.136280
4170,10_1016&j_physletb_2021_136440,https://doi.org/10.1016/j.physletb.2021.136440
4171,10_1016&j_physletb_2021_136354,https://doi.org/10.1016/j.physletb.2021.136354
4172,10_1016&j_physletb_2021_136437,https://doi.org/10.1016/j.physletb.2021.136437
4173,10_1051&epjconf&202024101013,https://doi.org/10.1051/epjconf/202024101013
4174,10_1140&epja&s10050-021-00386-y,https://doi.org/10.1140/epja/s10050-021-00386-y
4175,10_1140&epja&s10050-021-00444-5,https://doi.org/10.1140/epja/s10050-021-00444-5
4176,10_1007&s10493-020-00563-6,https://doi.org/10.1007/s10493-020-00563-6
4177,10_1140&epja&s10050-021-00475-y,https://doi.org/10.1140/epja/s10050-021-00475-y
4178,10_33226&0137-5490_2021_8_1,https://doi.org/10.33226/0137-5490.2021.8.1
4179,10_1016&J_THROMRES_2020_01_008,https://doi.org/10.1016/J.THROMRES.2020.01.008
4180,10_12740&PP&OnlineFirst&118139,https://doi.org/10.12740/PP/OnlineFirst/118139
4181,10_5604&01_3001_0015_0405,https://doi.org/10.5604/01.3001.0015.0405
4182,10_1177&0084672420983488,https://doi.org/10.1177/0084672420983488
4183,10_1364&BOE_392849,https://doi.org/10.1364/BOE.392849
4184,10_26444&AAEM&80984,https://doi.org/10.26444/AAEM/80984
4185,10_1088&1742-6596&2130&1&012015,https://doi.org/10.1088/1742-6596/2130/1/012015
4186,10_3390&ma14051317,https://doi.org/10.3390/ma14051317
4187,10_3390&biomedicines9040330,https://doi.org/10.3390/biomedicines9040330
4188,10_15374&ChPiO2019021,https://doi.org/10.15374/ChPiO2019021
4189,10_15374&ChPiO2019022,https://doi.org/10.15374/ChPiO2019022
4190,10_3390&IJMS222413494,https://doi.org/10.3390/IJMS222413494
4191,10_1016&j_bios_2017_11_060,https://doi.org/10.1016/j.bios.2017.11.060
4192,10_1039&c7dt03689b,https://doi.org/10.1039/c7dt03689b
4193,10_1016&j_jprot_2017_08_019,https://doi.org/10.1016/j.jprot.2017.08.019
4194,10_1016&j_bios_2018_06_019,https://doi.org/10.1016/j.bios.2018.06.019
4195,10_3389&fncel_2018_00237,https://doi.org/10.3389/fncel.2018.00237
4196,10_1007&s10103-018-2622-6,https://doi.org/10.1007/s10103-018-2622-6
4197,10_16926&cebj_2018_21_11,https://doi.org/10.16926/cebj.2018.21.11
4198,10_1007&5584_2018_160,https://doi.org/10.1007/5584.2018.160
4199,10_1155&2019&9130806,https://doi.org/10.1155/2019/9130806
4200,10_5604&01_3001_0010_1777,https://doi.org/10.5604/01.3001.0010.1777
4201,10_1007&s10725-019-00544-9,https://doi.org/10.1007/s10725-019-00544-9
4202,10_5603&kp_2017_0066,https://doi.org/10.5603/kp.2017.0066
4203,10_2147&idr_s166348,https://doi.org/10.2147/idr.s166348
4204,10_3390&ijms18112435,https://doi.org/10.3390/ijms18112435
4205,10_1021&acs_joc_9b02353,https://doi.org/10.1021/acs.joc.9b02353
4206,10_3390&agronomy9100643,https://doi.org/10.3390/agronomy9100643
4207,10_1016&j_esd_2018_12_007,https://doi.org/10.1016/j.esd.2018.12.007
4208,10_1007&s12649-017-9977-y,https://doi.org/10.1007/s12649-017-9977-y
4209,10_1016&j_pharmthera_2018_11_007,https://doi.org/10.1016/j.pharmthera.2018.11.007
4210,10_2478&v10167-010-0181,https://doi.org/10.2478/v10167-010-0181
4211,10_1007&s10902-017-9879-5,https://doi.org/10.1007/s10902-017-9879-5
4212,10_1016&j_schres_2017_12_018,https://doi.org/10.1016/j.schres.2017.12.018
4213,10_1016&j_bios_2018_12_037,https://doi.org/10.1016/j.bios.2018.12.037
4214,10_3390&colloids3010006,https://doi.org/10.3390/colloids3010006
4215,10_1007&5584_2018_165,https://doi.org/10.1007/5584.2018.165
4216,10_1007&5584_2018_161,https://doi.org/10.1007/5584.2018.161
4217,10_21164&pomjlifesci_697,https://doi.org/10.21164/pomjlifesci.697
4218,10_3390&ijms21062062,https://doi.org/10.3390/ijms21062062
4219,10_1111&jcmm_15729,https://doi.org/10.1111/jcmm.15729
4220,10_1177&1440783320902945,https://doi.org/10.1177/1440783320902945
4221,10_3390&ijms21165832,https://doi.org/10.3390/ijms21165832
4222,10_3390&nano10101997,https://doi.org/10.3390/nano10101997
4223,10_37190&ABB-01649-2020-03,https://doi.org/10.37190/ABB-01649-2020-03
4224,10_3390&pr8121637,https://doi.org/10.3390/pr8121637
4225,10_3390&ijerph17155568,https://doi.org/10.3390/ijerph17155568
4226,10_21307&PM-2021_60_1_05,https://doi.org/10.21307/PM-2021.60.1.05
4227,10_1136&sextrans-2019-054324,https://doi.org/10.1136/sextrans-2019-054324
4228,10_1111&gcbb_12839,https://doi.org/10.1111/gcbb.12839
4229,10_1080&00498254_2020_1761571,https://doi.org/10.1080/00498254.2020.1761571
4230,10_1038&s41598-021-85340-0,https://doi.org/10.1038/s41598-021-85340-0
4231,10_1016&j_renene_2020_09_012,https://doi.org/10.1016/j.renene.2020.09.012
4232,10_3390&life11020146,https://doi.org/10.3390/life11020146
4233,10_3390&ijms222010971,https://doi.org/10.3390/ijms222010971
4234,10_1177&0011392117737817,https://doi.org/10.1177/0011392117737817
4235,10_3390&antibiotics10111302,https://doi.org/10.3390/antibiotics10111302
4236,10_1080&00318884_2021_1922819,https://doi.org/10.1080/00318884.2021.1922819
4237,10_4467&25444972SMPP_18_032_9431,https://doi.org/10.4467/25444972SMPP.18.032.9431
4238,10_1007&s00276-019-02404-7,https://doi.org/10.1007/s00276-019-02404-7
4239,10_22037&iej_v15i4_29145,https://doi.org/10.22037/iej.v15i4.29145
4240,10_3390&biology10070668,https://doi.org/10.3390/biology10070668
4241,10_1016&S1473-3099(21)00565-X,https://doi.org/10.1016/S1473-3099(21)00565-X
4242,10_5603&FM_a2019_0128,https://doi.org/10.5603/FM.a2019.0128
4243,10_1080&08959420_2021_1927615,https://doi.org/10.1080/08959420.2021.1927615
4244,10_19290&pepsi-2021-0010,https://doi.org/10.19290/pepsi-2021-0010
4245,10_18290&PEPSI-2021-0007,https://doi.org/10.18290/PEPSI-2021-0007
4246,10_18290&PEPSI-2021-0002,https://doi.org/10.18290/PEPSI-2021-0002
4247,10_31577&orgf_2019_26203,https://doi.org/10.31577/orgf.2019.26203
4248,10_5406&amerjpsyc_132_1_0057,https://doi.org/10.5406/amerjpsyc.132.1.0057
4249,10_1080&20445911_2019_1567517,https://doi.org/10.1080/20445911.2019.1567517
4250,10_26913&avant_2019_03_05,https://doi.org/10.26913/avant.2019.03.05
4251,10_5604&01_3001_0013_5591,https://doi.org/10.5604/01.3001.0013.5591
4252,10_31820&pt_27_3_2,https://doi.org/10.31820/pt.27.3.2
4253,10_2478&sh-2018-0019,https://doi.org/10.2478/sh-2018-0019
4254,10_1007&s11881-017-0146-6,https://doi.org/10.1007/s11881-017-0146-6
4255,10_3390&en13226002,https://doi.org/10.3390/en13226002
4256,10_26913&80302017_0112_0006,https://doi.org/10.26913/80302017.0112.0006
4257,10_1007&s00426-021-01544-z,https://doi.org/10.1007/s00426-021-01544-z
4258,10_31820&pt_29_2_1,https://doi.org/10.31820/pt.29.2.1
4259,10_1002&dys_1655,https://doi.org/10.1002/dys.1655
4260,10_34616&fs_19_2_172_189,https://doi.org/10.34616/fs.19.2.172.189
4261,10_14746&cis_2020_49_1,https://doi.org/10.14746/cis.2020.49.1
4262,10_14746&il_2018_42_1,https://doi.org/10.14746/il.2018.42.1
4263,10_17951&j_2020_33_3_9-20,https://doi.org/10.17951/j.2020.33.3.9-20
4264,10_14746&cis_2021_51_1,https://doi.org/10.14746/cis.2021.51.1
4265,10_14746&cis_2018_45_1,https://doi.org/10.14746/cis.2018.45.1
4266,10_17951&j_2020_33_3_221-233,https://doi.org/10.17951/j.2020.33.3.221-233
4267,10_14746&cis_2021_51_12,https://doi.org/10.14746/cis.2021.51.12
4268,10_14746&cis_2020_50_9,https://doi.org/10.14746/cis.2020.50.9
4269,10_1037&drm0000167,https://doi.org/10.1037/drm0000167
4270,10_1051&matecconf&201823103006,https://doi.org/10.1051/matecconf/201823103006
4271,10_1051&matecconf&201823104008 ,https://doi.org/10.1051/matecconf/201823104008 
4272,10_1051&matecconf&201823104008,https://doi.org/10.1051/matecconf/201823104008
4273,10_1007&978-3-030-27687-4_30,https://doi.org/10.1007/978-3-030-27687-4.30
4274,10_1007&978-3-030-27687-4_14,https://doi.org/10.1007/978-3-030-27687-4.14
4275,10_1515&eng-2021-0045,https://doi.org/10.1515/eng-2021-0045
4276,10_1515&eng-2021-0046,https://doi.org/10.1515/eng-2021-0046
4277,10_5604&01_3001_0012_4750,https://doi.org/10.5604/01.3001.0012.4750
4278,10_5603&PSYCH_2020_0002,https://doi.org/10.5603/PSYCH.2020.0002
4279,10_1037&ser0000421,https://doi.org/10.1037/ser0000421
4280,10_1177&0886260520903141,https://doi.org/10.1177/0886260520903141
4281,10_5114&pson_2018_92896,https://doi.org/10.5114/pson.2018.92896
4282,10_5114&ppn_2019_92485,https://doi.org/10.5114/ppn.2019.92485
4283,10_14656&pfp20190201,https://doi.org/10.14656/pfp20190201
4284,10_1080&07347332_2019_1600628,https://doi.org/10.1080/07347332.2019.1600628
4285,10_12775&pbe_2019_002,https://doi.org/10.12775/pbe.2019.002
4286,10_1007&s10880-019-09606-6,https://doi.org/10.1007/s10880-019-09606-6
4287,10_14691&cppj_25_1_17,https://doi.org/10.14691/cppj.25.1.17
4288,10_5114&ppn_2018_77211,https://doi.org/10.5114/ppn.2018.77211
4289,10_5114&ppn_2018_80884,https://doi.org/10.5114/ppn.2018.80884
4290,10_5114&hpr_2019_77176,https://doi.org/10.5114/hpr.2019.77176
4291,10_14691&cppj_24_2_279,https://doi.org/10.14691/cppj.24.2.279
4292,10_5114&ppn_2018_78713,https://doi.org/10.5114/ppn.2018.78713
4293,10_1016&j_ienj_2018_02_004,https://doi.org/10.1016/j.ienj.2018.02.004
4294,10_5114&hpr_2018_72410,https://doi.org/10.5114/hpr.2018.72410
4295,10_5114&ppn_2018_77209,https://doi.org/10.5114/ppn.2018.77209
4296,10_5114&hpc_2018_74184,https://doi.org/10.5114/hpc.2018.74184
4297,10_18778&1427-969x_21_01,https://doi.org/10.18778/1427-969x.21.01
4298,10_5114&hpr_2017_68017,https://doi.org/10.5114/hpr.2017.68017
4299,10_1177&0030222817724699,https://doi.org/10.1177/0030222817724699
4300,10_14691&cppj_23_1_159,https://doi.org/10.14691/cppj.23.1.159
4301,10_5114&ppn_2017_71278,https://doi.org/10.5114/ppn.2017.71278
4302,10_5114&pson_2017_71379,https://doi.org/10.5114/pson.2017.71379
4303,10_5114&cipp_2017_68341,https://doi.org/10.5114/cipp.2017.68341
4304,10_5114&pson_2017_70122,https://doi.org/10.5114/pson.2017.70122
4305,10_7366&1896180020174106,https://doi.org/10.7366/1896180020174106
4306,10_5114&pson_2017_70121,https://doi.org/10.5114/pson.2017.70121
4307,10_14656&pfp20170303,https://doi.org/10.14656/pfp20170303
4308,10_5114&cipp_2017_67016,https://doi.org/10.5114/cipp.2017.67016
4309,10_5114&ppn_2017_68290,https://doi.org/10.5114/ppn.2017.68290
4310,10_1080&15325024_2016_1159115,https://doi.org/10.1080/15325024.2016.1159115
4311,10_5114&ppn_2020_96699,https://doi.org/10.5114/ppn.2020.96699
4312,10_1007&s12144-020-00935-6,https://doi.org/10.1007/s12144-020-00935-6
4313,10_5604&01_3001_0014_2048,https://doi.org/10.5604/01.3001.0014.2048
4314,10_5603&PSYCH_a2020_0041,https://doi.org/10.5603/PSYCH.a2020.0041
4315,10_1371&journal_pone_0247596,https://doi.org/10.1371/journal.pone.0247596
4316,10_1080&20008198_2021_1876382,https://doi.org/10.1080/20008198.2021.1876382
4317,10_1007&s00420-021-01689-9,https://doi.org/10.1007/s00420-021-01689-9
4318,10_5603&PSYCH_a2021_0008,https://doi.org/10.5603/PSYCH.a2021.0008
4319,10_3847&2041-8213&aa91c9,https://doi.org/10.3847/2041-8213/aa91c9
4320,10_24917&20845596_12_15,https://doi.org/10.24917/20845596.12.15
4321,10_17951&kw_2019_27_213-233,https://doi.org/10.17951/kw.2019.27.213-233
4322,10_5114&ms_2021_107463,https://doi.org/10.5114/ms.2021.107463
4323,10_1017&S0033291721005420,https://doi.org/10.1017/S0033291721005420
4324,10_1007&978-3-030-21503-3_69,https://doi.org/10.1007/978-3-030-21503-3.69
4325,10_5603&njo_2018_0019,https://doi.org/10.5603/njo.2018.0019
4326,10_5603&njo_2018_0027,https://doi.org/10.5603/njo.2018.0027
4327,10_5603&njo_2018_0038,https://doi.org/10.5603/njo.2018.0038
4328,10_1007&s00384-018-3045-3,https://doi.org/10.1007/s00384-018-3045-3
4329,10_23736&s0026-4733_18_07529-6,https://doi.org/10.23736/s0026-4733.18.07529-6
4330,10_23736&s0026-4733_17_07364-3,https://doi.org/10.23736/s0026-4733.17.07364-3
4331,10_1016&j_ejso_2020_08_004,https://doi.org/10.1016/j.ejso.2020.08.004
4332,10_5603&NJO_2020_0019,https://doi.org/10.5603/NJO.2020.0019
4333,10_1016&j_radonc_2021_05_014,https://doi.org/10.1016/j.radonc.2021.05.014
4334,10_5603&NJO_2021_0028,https://doi.org/10.5603/NJO.2021.0028
4335,10_23736&S0394-9508_18_04852-0,https://doi.org/10.23736/S0394-9508.18.04852-0
4336,10_1038&s41598-021-94576-9,https://doi.org/10.1038/s41598-021-94576-9
4337,10_5604&01_3001_0014_1476,https://doi.org/10.5604/01.3001.0014.1476
4338,10_1037&bne0000478,https://doi.org/10.1037/bne0000478
4339,10_4467&20843879pr_21_013_15136,https://doi.org/10.4467/20843879pr.21.013.15136
4340,10_1111&ALL_14214,https://doi.org/10.1111/ALL.14214
4341,10_1080&20445911_2019_1635605,https://doi.org/10.1080/20445911.2019.1635605
4342,10_1080&02699931_2019_1611543,https://doi.org/10.1080/02699931.2019.1611543
4343,10_1145&3204493_3204533,https://doi.org/10.1145/3204493.3204533
4344,10_1080&02699931_2017_1386622,https://doi.org/10.1080/02699931.2017.1386622
4345,10_18290&rpsych_2019_22_1-6,https://doi.org/10.18290/rpsych.2019.22.1-6
4346,10_18290&rpsych_2019_22_1-1,https://doi.org/10.18290/rpsych.2019.22.1-1
4347,10_1002&ejsp_2649,https://doi.org/10.1002/ejsp.2649
4348,10_18290&rpsych_2019_22_1-3,https://doi.org/10.18290/rpsych.2019.22.1-3
4349,10_3758&s13415-020-00778-5,https://doi.org/10.3758/s13415-020-00778-5
4350,10_1007&s11031-021-09897-z,https://doi.org/10.1007/s11031-021-09897-z
4351,10_1093&DEAFED&ENZ036,https://doi.org/10.1093/DEAFED/ENZ036
4352,10_17219&acem&109343,https://doi.org/10.17219/acem/109343
4353,10_14746&rpeis_2019_81_2_1,https://doi.org/10.14746/rpeis.2019.81.2.1
4354,10_26444&aaem&94881,https://doi.org/10.26444/aaem/94881
4355,10_17431&1002752,https://doi.org/10.17431/1002752
4356,10_7717&peerj_4199,https://doi.org/10.7717/peerj.4199
4357,10_17430&904707,https://doi.org/10.17430/904707
4358,10_1002&lary_26536,https://doi.org/10.1002/lary.26536
4359,10_3389&fncir_2017_00034,https://doi.org/10.3389/fncir.2017.00034
4360,10_17431&902924,https://doi.org/10.17431/902924
