name,orcid,doi,title,date,journal,filename,Article_ID,author_id
Sara Aleksandra Filipiak,https://orcid.org/0000-0001-7818-7168,https://doi.org/10.24917/20845596.12.5,System wartości młodzieży w okresie wczesnej adolescencji na dwóch etapach edukacji,01/12/2019,Annales Universitatis Paedagogicae Cracoviensis Studia Psychologica,Sara_Aleksandra_Filipiak_11,10-24917_20845596-12-5,A141D981FA4C9754E74E75DD145454F9B791F634
Sara Aleksandra Filipiak,https://orcid.org/0000-0001-7818-7168,https://doi.org/10.17951/j.2018.31.3.23-37,Giętkość poznawcza i zdolność do planowania a spostrzeganie kontroli w sytuacjach sukcesów i niepowodzeń przez dzieci przedszkolne,26/02/2019,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Sara_Aleksandra_Filipiak_12,10-17951_j-2018-31-3-23-37,A141D981FA4C9754E74E75DD145454F9B791F634
Sara Aleksandra Filipiak,https://orcid.org/0000-0001-7818-7168,https://doi.org/10.15584/eti.2018.3.11,Prokrastynacja i cechy osobowości u polskiej młodzieży w Austrii – wstępne doniesienie z badań,2018,Edukacja – Technika – Informatyka,Sara_Aleksandra_Filipiak_13,10-15584_eti-2018-3-11,A141D981FA4C9754E74E75DD145454F9B791F634
Sara Aleksandra Filipiak,https://orcid.org/0000-0001-7818-7168,https://doi.org/10.17951/j.2018.31.1.119-131,Evaluation of Causal Thinking in Middle Childhood on the Basis of Picture Arrangement Task,20/08/2018,"Annales Universitatis Mariae Curie-Skłodowska, sectio J, Paedagogia-Psychologia",Sara_Aleksandra_Filipiak_14,10-17951_j-2018-31-1-119-131,A141D981FA4C9754E74E75DD145454F9B791F634
Sara Aleksandra Filipiak,https://orcid.org/0000-0001-7818-7168,https://doi.org/10.15804/tner.2017.49.3.23,Relationship between Procrastination and a University Subject in Polish University Students,30/09/2017,The New Educational Review,Sara_Aleksandra_Filipiak_15,10-15804_tner-2017-49-3-23,A141D981FA4C9754E74E75DD145454F9B791F634
Sara Aleksandra Filipiak,https://orcid.org/0000-0001-7818-7168,https://doi.org/10.17951/j.2016.29.3.83,Poziom rozwoju funkcji wykonawczych a poczucie umiejscowienia kontroli  u dzieci pięcioletnich,28/06/2017,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Sara_Aleksandra_Filipiak_16,10-17951_j-2016-29-3-83,A141D981FA4C9754E74E75DD145454F9B791F634
Sara Aleksandra Filipiak,https://orcid.org/0000-0001-7818-7168,https://doi.org/10.24919/2313-2094.4/36.98642,THE BLUE STRAWBERRY AND A GIANT MOUSE? STROOP EFFECT IN ASSESSMENT OF INTERFERENCE CONTROL IN PREREADING CHILDREN,26/04/2017,Human Studies: a collection of scientific articles of the Drohobych Ivan Franko State Pedagogical University. Series of “Pedagogy”,Sara_Aleksandra_Filipiak_17,10-24919_2313-2094-4_36-98642,A141D981FA4C9754E74E75DD145454F9B791F634
Barbara Urszula Gawda,https://orcid.org/0000-0002-6783-1779,https://doi.org/10.1007/s12144-018-0063-9,Trait anxiety not acting as mediator in relationship between attachment and Cluster B personality disorders in criminal offenders,17/03/2021,Current Psychology,Barbara_Urszula_Gawda_1,10-1007_s12144-018-0063-9,56D9B0401BFA128C0783E51A410F3B7A2842651D
Barbara Urszula Gawda,https://orcid.org/0000-0002-6783-1779,https://doi.org/10.17951/j.2020.33.3.67-81,How Personality Disorder Traits Relate to the Experience of Romantic Love in Prisoners,31/10/2020,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Barbara_Urszula_Gawda_2,10-17951_j-2020-33-3-67-81,56D9B0401BFA128C0783E51A410F3B7A2842651D
Barbara Urszula Gawda,https://orcid.org/0000-0002-6783-1779,https://doi.org/10.1371/journal.pone.0225182,The computational analyses of handwriting in individuals with psychopathic personality disorder,23/12/2019,PLOS ONE,Barbara_Urszula_Gawda_3,10-1371_journal-pone-0225182,56D9B0401BFA128C0783E51A410F3B7A2842651D
Barbara Urszula Gawda,https://orcid.org/0000-0002-6783-1779,https://doi.org/10.1007/s10936-019-09661-y,"The Structure of the Concepts Related to Love Spectrum: Emotional Verbal Fluency Technique Application, Initial Psychometrics, and Its Validation",09/12/2019,Journal of Psycholinguistic Research,Barbara_Urszula_Gawda_4,10-1007_s10936-019-09661-y,56D9B0401BFA128C0783E51A410F3B7A2842651D
Barbara Urszula Gawda,https://orcid.org/0000-0002-6783-1779,https://doi.org/10.17951/j.2018.31.4.65-81,Struktura pojęcia „nadzieja” i jego zróżnicowanie,26/04/2019,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Barbara_Urszula_Gawda_5,10-17951_j-2018-31-4-65-81,56D9B0401BFA128C0783E51A410F3B7A2842651D
Barbara Urszula Gawda,https://orcid.org/0000-0002-6783-1779,https://doi.org/10.17951/j.2018.31.4.9-15,Wstęp. Język emocji,26/04/2019,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Barbara_Urszula_Gawda_6,10-17951_j-2018-31-4-9-15,56D9B0401BFA128C0783E51A410F3B7A2842651D
Barbara Urszula Gawda,https://orcid.org/0000-0002-6783-1779,https://doi.org/10.17951/j.2018.31.3.215-230,Cechy zaburzeń osobowości a kontrola emocji negatywnych i regulacja nastroju,26/02/2019,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Barbara_Urszula_Gawda_7,10-17951_j-2018-31-3-215-230,56D9B0401BFA128C0783E51A410F3B7A2842651D
Justyna Gerłowska,https://orcid.org/0000-0003-0119-9077,empty,Facial emotion mimicry in older adults with and without cognitive impairments due to Alzheimer's disease,27/01/2021,AIMS Neuroscience,Justyna_Gerłowska_1,-7.41E+18,33DB3B217A71D14DF46127D7B239F5088334A767
Justyna Gerłowska,https://orcid.org/0000-0003-0119-9077,https://doi.org/10.17951/j.2020.33.3.261-278,Students' Welfare during SARS-CoV-2 Pandemic,31/10/2020,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Justyna_Gerłowska_2,10-17951_j-2020-33-3-261-278,33DB3B217A71D14DF46127D7B239F5088334A767
Justyna Gerłowska,https://orcid.org/0000-0003-0119-9077,https://doi.org/10.1080/17434440.2020.1770592,Robotic assistance for people with dementia: a viable option for the future?,08/06/2020,Expert Review of Medical Devices,Justyna_Gerłowska_3,10-1080_17434440-2020-1770592,33DB3B217A71D14DF46127D7B239F5088334A767
Justyna Gerłowska,https://orcid.org/0000-0003-0119-9077,https://doi.org/10.3389/fneur.2018.00392,"Assessment of Perceived Attractiveness, Usability, and Societal Impact of a Multimodal Robotic Assistant for Aging Patients With Memory Impairments.",2018-06,Frontiers in neurology,Justyna_Gerłowska_4,10-3389_fneur-2018-00392,33DB3B217A71D14DF46127D7B239F5088334A767
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.1111/ejed.12474,Parental involvement in remote learning during the COVID‐19 pandemic—Dominant approaches and their diverse implications,2021-12,European Journal of Education,Tomasz_Rafał_Knopik_1,10-1111_ejed-12474,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,Projektowanie uniwersalne jako perspektywa metodyczna edukacji włączającej ,29/12/2021,Niepełnosprawność- Dyskursy Pedagogiki Specjalnej,Tomasz_Rafał_Knopik_2,9.21E+18,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.31648/pp.7838,Diagnostic tools for assessment of cognitive functioning in children and youth – the implementation project,21/12/2021,Przegląd Psychologiczny,Tomasz_Rafał_Knopik_3,10-31648_pp-7838,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.31648/pp.7323,Narzędzia diagnostyczne do oceny zdolności poznawczych dzieci i młodzieży – projekt wdrożeniowy,21/12/2021,Przegląd Psychologiczny,Tomasz_Rafał_Knopik_4,10-31648_pp-7323,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.14201/eks.25176,E-cooperative problem solving as a strategy for learning mathematics during the COVID-19 pandemic,16/12/2021,Education in the Knowledge Society (EKS),Tomasz_Rafał_Knopik_5,10-14201_eks-25176,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.17951/pe.2021.5.231-233,"Urszula Oszwa, Lęk przed matematyką. Poglądy, badania, rozwiązania, Wydawnictwo UMCS, Lublin 2020, pp. 274",15/11/2021,Prima Educatione,Tomasz_Rafał_Knopik_6,10-17951_pe-2021-5-231-233,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.1080/10720537.2021.1899879,Self-distancing and narrative wisdom in older adults’ autobiographical reflection,07/05/2021,Journal of Constructivist Psychology,Tomasz_Rafał_Knopik_7,10-1080_10720537-2021-1899879,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.1080/03004279.2019.1686048,Self-determination and development of emotional-social competences and the level of school achievements in 10–11-year-old Polish students,16/11/2020,Education 3-13,Tomasz_Rafał_Knopik_8,10-1080_03004279-2019-1686048,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.1590/s1413-65382620000100010,Functional Diagnosis as a Strategy for Implementing Inclusive Education in Poland1,2020-06,Revista Brasileira de Educação Especial,Tomasz_Rafał_Knopik_9,10-1590_s1413-65382620000100010,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.12775/pbe.2019.001,Emotional and Social Competences in Students with Mild Intellectual Disability – Research Using TROS-KA Battery,29/05/2019,Przegląd Badań Edukacyjnych,Tomasz_Rafał_Knopik_10,10-12775_pbe-2019-001,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.17951/pe.2018.2.131-141,Education Towards Wisdom in Educational and Vocational Guidance,17/01/2019,Prima Educatione,Tomasz_Rafał_Knopik_11,10-17951_pe-2018-2-131-141,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,Doradztwo edukacyjno-zawodowe dla uczniów zdolnych – od wyzwań do modelu wsparcia,2018,Przedsiębiorczość i Zarządzanie,Tomasz_Rafał_Knopik_12,-9.02E+18,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,Uczeń zdolny jako uczeń ze specjalnymi potrzebami edukacyjnymi,2018,Języki Obce w Szkole,Tomasz_Rafał_Knopik_13,6.26E+18,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,https://doi.org/10.18290/rped.2018.10.3-5,Znaczenie diagnozy funkcjonalnej w edukacji uczniów ze specjalnymi potrzebami edukacyjnymi,2018,Roczniki Pedagogiczne,Tomasz_Rafał_Knopik_14,10-18290_rped-2018-10-3-5,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,Znaczenie diagnozy funkcjonalnej w edukacji uczniów ze specjalnymi potrzebami edukacyjnymi,2018,Roczniki Pedagogiczne,Tomasz_Rafał_Knopik_15,-6.99E+18,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,Diagnoza kompetencji emocjonalno-społecznych uczniów zdolnych w środkowym wieku szkolnym z wykorzystaniem baterii TROS-KA - doniesienie z badań,2017,Ruch pedagogiczny,Tomasz_Rafał_Knopik_16,-6.42E+18,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,Diagnoza kompetencji emocjonalno-społecznych uczniów zdolnych w środkowym wieku szkolnym z wykorzystaniem baterii TROS-KA - doniesienie z badań,2017,Ruch pedagogiczny,Tomasz_Rafał_Knopik_17,-6.42E+18,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,"Oszwa U., Domagała-Zyśk E., Knopik T. (2017). Zasoby odpornościowe uczniów w środkowym wieku szkolnym a ryzyko niedostosowania społecznego",2017,Ruch pedagogiczny,Tomasz_Rafał_Knopik_18,-6.84E+18,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Tomasz Rafał Knopik,https://orcid.org/0000-0001-5253-7545,empty,Nauczanie promądrościowe jako strategia  wspomagania zrównoważonego rozwoju  uczniów zdolnych,unrecovered,Edukacja Etyczna,Tomasz_Rafał_Knopik_19,-2.46E+18,695F81ADB1522AA8EE3099A5D02C4417BF20E1A0
Paweł Grzegorz Koniak,https://orcid.org/0000-0001-7795-8549,https://doi.org/10.32872/spb.4421,Fear of coronavirus and forbid/allow asymmetry as determinants of acceptance of COVID-19 pandemic related restrictions and persistence of attitudes towards these regulations,23/12/2020,Social Psychological Bulletin,Paweł_Grzegorz_Koniak_1,10-32872_spb-4421,9CE0B328329367D2AE8B17DBCA18BE5A7D2062B1
Kalina Kosacka,https://orcid.org/0000-0002-5783-3332,https://doi.org/10.24335/s15q-vj45,Osobowościowe uwarunkowania dynamiki wypowiedzi o emocjach,2021,Logopedia 50-1 2021,Kalina_Kosacka_1,10-24335_s15q-vj45,1C662BAA037C9F40F71A9089A11C560EE6B86DD0
Kalina Kosacka,https://orcid.org/0000-0002-5783-3332,https://doi.org/10.17951/j.2020.33.3.49-66,The Narratives about Contentment in Two Generations of Digital Natives,31/10/2020,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Kalina_Kosacka_2,10-17951_j-2020-33-3-49-66,1C662BAA037C9F40F71A9089A11C560EE6B86DD0
Kalina Kosacka,https://orcid.org/0000-0002-5783-3332,https://doi.org/10.17951/j.2018.31.4.161-178,Style mówienia o zadowoleniu a wybrane cechy osobowości kobiet,26/04/2019,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Kalina_Kosacka_3,10-17951_j-2018-31-4-161-178,1C662BAA037C9F40F71A9089A11C560EE6B86DD0
Kalina Kosacka,https://orcid.org/0000-0002-5783-3332,empty,Językowe przejawy ekspresywności w wypowiedziach młodych artystów,2017,Prace Językoznawcze,Kalina_Kosacka_4,5.64E+18,1C662BAA037C9F40F71A9089A11C560EE6B86DD0
Kalina Kosacka,https://orcid.org/0000-0002-5783-3332,https://doi.org/10.17951/j.2016.29.3.119,The personality predictors for the literary creativity in early adulthood,28/06/2017,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Kalina_Kosacka_5,10-17951_j-2016-29-3-119,1C662BAA037C9F40F71A9089A11C560EE6B86DD0
Krzysztof Jan Leoniak,https://orcid.org/0000-0001-5630-6525,https://doi.org/10.1177/00986283211048172,Persuasion Wars as a Useful Tool for Teaching Social Influence: A Replication With Direct Measure of Pedagogical Effectiveness,08/10/2021,Teaching of Psychology,Krzysztof_Jan_Leoniak_1,10-1177_00986283211048172,40AE1AF1045B54771F83B7E24E48F9DFF01AF912
Krzysztof Jan Leoniak,https://orcid.org/0000-0001-5630-6525,https://doi.org/10.3791/60771,Measuring light-switching behavior using an occupancy and light data logger,2019,Journal of Visualized Experiments,Krzysztof_Jan_Leoniak_2,10-3791_60771,40AE1AF1045B54771F83B7E24E48F9DFF01AF912
Krzysztof Jan Leoniak,https://orcid.org/0000-0001-5630-6525,https://doi.org/10.5604/01.3001.0013.7484,Społeczna odpowiedzialność biznesu jako strategia kształtowania pozytywnego wizerunku i reputacji hotelu,2019,Folia Turistica,Krzysztof_Jan_Leoniak_3,10-5604_01-3001-0013-7484,40AE1AF1045B54771F83B7E24E48F9DFF01AF912
Krzysztof Jan Leoniak,https://orcid.org/0000-0001-5630-6525,https://doi.org/10.1016/j.jenvp.2019.04.014,The role of normative prompts and norm support cues in promoting light-switching behavior: A field study,2019,Journal of Environmental Psychology,Krzysztof_Jan_Leoniak_4,10-1016_j-jenvp-2019-04-014,40AE1AF1045B54771F83B7E24E48F9DFF01AF912
Karolina Magdalena Ludwikowska-Świeboda,https://orcid.org/0000-0002-4654-0032,https://doi.org/10.15557/pipk.2020.0015,"Attachment style and experiencing the symptoms of complicated grief after the death of a spouse – Preliminary research among widowed women,Styl przywiązania a doświadczanie objawów żałoby powikłanej po śmierci współmałżonka – badania wstępne wśród owdowiałych kobiet",2020,Psychiatria i Psychologia Kliniczna,Karolina_Magdalena_Ludwikowska-Świeboda_1,10-15557_pipk-2020-0015,414C302F9A08F54B3AA9585C620DCF473DCB146F
Karolina Magdalena Ludwikowska-Świeboda,https://orcid.org/0000-0002-4654-0032,https://doi.org/10.12740/pp/91729,Polish version of the Inventory of Complicated Grief - preliminary validation.,2019-10,Psychiatria polska,Karolina_Magdalena_Ludwikowska-Świeboda_2,10-12740_pp_91729,414C302F9A08F54B3AA9585C620DCF473DCB146F
Karolina Magdalena Ludwikowska-Świeboda,https://orcid.org/0000-0002-4654-0032,https://doi.org/10.18290/rpsych.2017.20.4-5en,The results of the preliminary validation of the Polish version of the Multiple Stimulus Types Ambiguity Tolerance Scale,2017,Roczniki Psychologiczne,Karolina_Magdalena_Ludwikowska-Świeboda_3,10-18290_rpsych-2017-20-4-5en,414C302F9A08F54B3AA9585C620DCF473DCB146F
Robert Jarosław Modrzyński,https://orcid.org/0000-0002-5571-9894,https://doi.org/10.3390/psych1010023,Alcohol Abstinence Prediction on the Basis of Conservation of Resources Theory by Stevan E. Hobfoll a Study of Polish Alcohol-Dependent Persons in the Early Phase of Recovery,2019-06,Psych,Robert_Jarosław_Modrzyński_1,10-3390_psych1010023,3F8BDA50F3742CF6898E8E35FF07F91AFF6185D9
Joanna Aleksandra Posłuszna,https://orcid.org/0000-0003-2457-7456,https://doi.org/10.32782/2224-0926-2021-4-4,BIOGRAPHICAL AND NARRATIVE RESEARCH ON THE PSYCHOLOGY AND PEDAGOGY OF MUSIC IN POLAND,2021,Ukrainian music,Joanna_Aleksandra_Posłuszna_1,10-32782_2224-0926-2021-4-4,8C075EE935444988F2CE2165096BA8273CD6D41C
Joanna Aleksandra Posłuszna,https://orcid.org/0000-0003-2457-7456,https://doi.org/10.15290/oes.2019.03.97.12,Uwarunkowania finansowania twórców i artystów w Polsce,2019,Optimum. Economic Studies,Joanna_Aleksandra_Posłuszna_2,10-15290_oes-2019-03-97-12,8C075EE935444988F2CE2165096BA8273CD6D41C
Katarzyna Rutkowska,https://orcid.org/0000-0002-9674-7103,https://doi.org/10.3390/jcm10163459,The Relationship between Stress and Masticatory Muscle Activity in Female Students,04/08/2021,Journal of Clinical Medicine,Katarzyna_Rutkowska_1,10-3390_jcm10163459,1D156283CD1D08BBA3A8206D3BBDF0552995F268
Katarzyna Rutkowska,https://orcid.org/0000-0002-9674-7103,https://doi.org/10.35765/pk.2020.2801.11,Selected Aspects of the Pre- and Post-Match Rituals of Female Football Players,01/03/2020,Perspektywy Kultury,Katarzyna_Rutkowska_2,10-35765_pk-2020-2801-11,1D156283CD1D08BBA3A8206D3BBDF0552995F268
Katarzyna Rutkowska,https://orcid.org/0000-0002-9674-7103,https://doi.org/10.1515/humo-2017-0047,The problem of distressed personality in a group of female footballers representing a club in the women’s first football league in Poland,20/12/2017,Human Movement,Katarzyna_Rutkowska_3,10-1515_humo-2017-0047,1D156283CD1D08BBA3A8206D3BBDF0552995F268
Ewa Małgorzata Szepietowska,https://orcid.org/0000-0003-3383-0353,https://doi.org/10.31820/pt.29.2.2,Higher Level of Cognitive Reserve Reduces the Risk of Cognitive Difficulties in Healthy Adults,2020,Psihologijske teme,Ewa_Małgorzata_Szepietowska_1,10-31820_pt-29-2-2,8ECDD7687DAF60553CBABFBCF7950AB5FB640A7F
Ewa Małgorzata Szepietowska,https://orcid.org/0000-0003-3383-0353,https://doi.org/10.17951/j.2018.31.4.293-305,Poczucie frustracji i zagubienia w wypowiedziach słownych osób z dysfunkcjami mózgu – mechanizmy neuropsychologiczne. Studia przypadków,26/04/2019,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Ewa_Małgorzata_Szepietowska_2,10-17951_j-2018-31-4-293-305,8ECDD7687DAF60553CBABFBCF7950AB5FB640A7F
Ewa Małgorzata Szepietowska,https://orcid.org/0000-0003-3383-0353,https://doi.org/10.17951/j.2018.31.3.299-311,Rezerwa poznawcza: jak się starzeć pomyślnie?,26/02/2019,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Ewa_Małgorzata_Szepietowska_3,10-17951_j-2018-31-3-299-311,8ECDD7687DAF60553CBABFBCF7950AB5FB640A7F
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,empty,Does religiosity make us stronger? Relationships between religiosity and mental health,15/10/2021,Przegląd Psychologiczny,Anna_Tychmanowicz_1,-6.75E+18,9FB47D1F977C81921107CE1855A00467E977EDF2
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,https://doi.org/10.3390/rel11050218,"Correction: Zarzycka, B. et al. Religious Struggle and Psychological Well-Being: The Mediating Role of Religious Support and Meaning Making. Religions 2020, 11, 149",28/04/2020,Religions,Anna_Tychmanowicz_2,10-3390_rel11050218,9FB47D1F977C81921107CE1855A00467E977EDF2
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,https://doi.org/10.3390/rel11030149,Religious Struggle and Psychological Well-Being: The Mediating Role of Religious Support and Meaning Making,24/03/2020,Religions,Anna_Tychmanowicz_3,10-3390_rel11030149,9FB47D1F977C81921107CE1855A00467E977EDF2
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,https://doi.org/10.1007/s12144-019-00480-x,Extravert individualists or introvert collectivists? Personality traits and individualism and collectivism in students in Poland and Ukraine,15/11/2019,Current Psychology,Anna_Tychmanowicz_4,10-1007_s12144-019-00480-x,9FB47D1F977C81921107CE1855A00467E977EDF2
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,https://doi.org/10.1177/0886260519888190,"Perceptions of Fear, Likelihood of Victimization, and Confidence About Dangerous Situations Among University Women in Poland",13/11/2019,Journal of Interpersonal Violence,Anna_Tychmanowicz_5,10-1177_0886260519888190,9FB47D1F977C81921107CE1855A00467E977EDF2
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,https://doi.org/10.14691/cppj.25.1.69,"Kto jest szczęśliwszy? Optymizm, wartości i satysfakcja z życia studentów polskich i ukraińskich",01/04/2019,Czasopismo Psychologiczne - Psychological Journal,Anna_Tychmanowicz_6,10-14691_cppj-25-1-69,9FB47D1F977C81921107CE1855A00467E977EDF2
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,https://doi.org/10.17951/j.2018.31.3.101-111,"Dawno, dawno temu… O roli baśni w wychowaniu i edukacji",26/02/2019,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia",Anna_Tychmanowicz_7,10-17951_j-2018-31-3-101-111,9FB47D1F977C81921107CE1855A00467E977EDF2
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,https://doi.org/10.24131/3724.180307,Dyspozycje osobiste a poczucie jakości życia u studentów w Polsce i na Ukrainie,2018-09,Edukacja,Anna_Tychmanowicz_8,10-24131_3724-180307,9FB47D1F977C81921107CE1855A00467E977EDF2
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,https://doi.org/10.17951/j.2018.31.1.149-168,"Centrality of Religiosity, Post-Critical Beliefs and Openness to International Career Among Students",20/08/2018,"Annales Universitatis Mariae Curie-Skłodowska, sectio J, Paedagogia-Psychologia",Anna_Tychmanowicz_9,10-17951_j-2018-31-1-149-168,9FB47D1F977C81921107CE1855A00467E977EDF2
Anna Tychmanowicz,https://orcid.org/0000-0002-9689-7160,https://doi.org/10.21697/sp.2017.17.1.01,Związki sprawczości i wspólnotowości z wybranymi miarami religijności u polskich katolików,21/02/2018,Studia Psychologica,Anna_Tychmanowicz_10,10-21697_sp-2017-17-1-01,9FB47D1F977C81921107CE1855A00467E977EDF2
Bibianna Beata Bałaj,https://orcid.org/0000000150667493,https://doi.org/10.3390/s21010270,Gait Analysis under Spatial Navigation Task in Elderly People—A Pilot Study,2021-01,Sensors,Bibianna_Beata_Bałaj_1,10-3390_s21010270,ED01C8821E3B3504C89364A5D35E8011CDDF978A
Bibianna Beata Bałaj,https://orcid.org/0000000150667493,https://doi.org/10.1002/hbm.25162,Spatiotemporal complexity patterns of resting‐state bioelectrical activity explain fluid intelligence: Sex matters,2020-12,Human Brain Mapping,Bibianna_Beata_Bałaj_2,10-1002_hbm-25162,ED01C8821E3B3504C89364A5D35E8011CDDF978A
Bibianna Beata Bałaj,https://orcid.org/0000000150667493,https://doi.org/10.3390/s20102834,Heart Rate Variability and Accelerometry as Classification Tools for Monitoring Perceived Stress Levels—A Pilot Study on Firefighters,16/05/2020,Sensors,Bibianna_Beata_Bałaj_3,10-3390_s20102834,ED01C8821E3B3504C89364A5D35E8011CDDF978A
Bibianna Beata Bałaj,https://orcid.org/0000000150667493,https://doi.org/10.1080/24721840.2019.1696680,Susceptibility to Flight Simulator-Induced Spatial Disorientation in Pilots and Non-Pilots,02/04/2020,The International Journal of Aerospace Psychology,Bibianna_Beata_Bałaj_4,10-1080_24721840-2019-1696680,ED01C8821E3B3504C89364A5D35E8011CDDF978A
Bibianna Beata Bałaj,https://orcid.org/0000000150667493,https://doi.org/10.3357/amhp.5277.2019,Auditory verbal working memory load effects on a simulator-induced spatial disorientation event,2019,Aerospace Medicine and Human Performance,Bibianna_Beata_Bałaj_5,10-3357_amhp-5277-2019,ED01C8821E3B3504C89364A5D35E8011CDDF978A
Bibianna Beata Bałaj,https://orcid.org/0000000150667493,https://doi.org/10.3357/amhp.5342.2019,In Response,2019,Aerospace Medicine and Human Performance,Bibianna_Beata_Bałaj_6,10-3357_amhp-5342-2019,ED01C8821E3B3504C89364A5D35E8011CDDF978A
Bibianna Beata Bałaj,https://orcid.org/0000000150667493,https://doi.org/10.1016/j.jenvp.2019.101318,On the essentialism of places: Between conservative and progressive meanings,2019-10,Journal of Environmental Psychology,Bibianna_Beata_Bałaj_7,10-1016_j-jenvp-2019-101318,ED01C8821E3B3504C89364A5D35E8011CDDF978A
Bibianna Beata Bałaj,https://orcid.org/0000000150667493,https://doi.org/10.1007/s10111-018-0534-7,Spatial disorientation cue effects on gaze behaviour in pilots and non-pilots,2019-08,"Cognition, Technology & Work",Bibianna_Beata_Bałaj_8,10-1007_s10111-018-0534-7,ED01C8821E3B3504C89364A5D35E8011CDDF978A
Bibianna Beata Bałaj,https://orcid.org/0000000150667493,https://doi.org/10.3357/amhp.5042.2018,Change Detection Flicker Task Effects on Simulator-Induced Spatial Disorientation Events,2018,Aerospace medicine and human performance,Bibianna_Beata_Bałaj_9,10-3357_amhp-5042-2018,ED01C8821E3B3504C89364A5D35E8011CDDF978A
