,Unnamed: 0.1,Unnamed: 0,name,orcid,doi,title,date,journal,filename,Article_ID,author_id
3056,290,290,Małgorzata Opoczyńska-Morasiewicz,https://orcid.org/0000-0003-1273-9446,https://doi.org/10.12740/pt/132247,Self-stigma for the time of passing — an interpretative phenomenological analysis of the experience of older women struggling with depression in the course of mood disorders,2021-06-15,Psychoterapia,Małgorzata_Opoczyńska-Morasiewicz_1,10-12740_pt_132247,4EE22DE69115EAE7678ECE603DA2A7669D497986
3057,291,291,Małgorzata Opoczyńska-Morasiewicz,https://orcid.org/0000-0003-1273-9446,https://doi.org/10.18778/1733-8069.16.1.11,Chorowanie na starość. Interpretacyjna analiza fenomenologiczna doświadczenia bólu psychicznego w relacjach społecznych kobiet w wieku senioralnym dotkniętych depresją i chorobą afektywną dwubiegunową,2020-02-29,Przegląd Socjologii Jakościowej,Małgorzata_Opoczyńska-Morasiewicz_2,10-18778_1733-8069-16-1-11,4EE22DE69115EAE7678ECE603DA2A7669D497986
3058,292,292,Małgorzata Opoczyńska-Morasiewicz,https://orcid.org/0000-0003-1273-9446,https://doi.org/10.4467/24496138zps.18.017.10072,Trauma narodzin. Szepty i krzyki przechodzące do przyszłości,2018,Zeszyty Pracy Socjalnej,Małgorzata_Opoczyńska-Morasiewicz_3,10-4467_24496138zps-18-017-10072,4EE22DE69115EAE7678ECE603DA2A7669D497986
3059,293,293,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1038/s41598-021-85686-5,The effect of training intensity on implicit learning rates in schizophrenia,2021-12,Scientific Reports,Natasza_Orlov_1,10-1038_s41598-021-85686-5,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3060,294,294,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1177/02698811211050550,"Relationship between depression, prefrontal creatine and grey matter volume",2021-12-01,JOURNAL OF PSYCHOPHARMACOLOGY,Natasza_Orlov_2,10-1177_02698811211050550,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3061,295,295,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1007/s11682-020-00388-2,Flexible reconfiguration of functional brain networks as a potential neural mechanism of creativity,2021-08,Brain Imaging and Behavior,Natasza_Orlov_3,10-1007_s11682-020-00388-2,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3062,296,296,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1111/adb.12986,"Daily and intermittent smoking are associated with low prefrontal volume and low concentrations of prefrontal glutamate, creatine, myo‐inositol, and
            N
            ‐acetylaspartate",2021-07,Addiction Biology,Natasza_Orlov_4,10-1111_adb-12986,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3063,297,297,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1038/s41380-020-00983-1,"Altered temporal, but intact spatial, features of transient network dynamics in psychosis",2021-06,Molecular Psychiatry,Natasza_Orlov_5,10-1038_s41380-020-00983-1,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3064,298,298,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,empty,Real-time Functional Magnetic Resonance Imaging Neurofeedback for the Relief of Distressing Auditory-Verbal Hallucinations: Methodological and Empirical Advances,2020-12-01,SCHIZOPHRENIA BULLETIN,Natasza_Orlov_6,2.75862354659054E+018,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3065,299,299,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1093/schbul/sbaa103,Real-Time Functional Magnetic Resonance Imaging Neurofeedback for the Relief of Distressing Auditory-Verbal Hallucinations: Methodological and Empirical Advances,2020-12-01,Schizophrenia Bulletin,Natasza_Orlov_7,10-1093_schbul_sbaa103,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3066,300,300,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1016/j.brs.2020.09.027,Neuromodulation effects of deep brain stimulation on beta rhythm: A longitudinal local field potential study,2020-11,Brain Stimulation,Natasza_Orlov_8,10-1016_j-brs-2020-09-027,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3067,301,301,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1016/j.cortex.2019.02.021,Altered relationship between prefrontal glutamate and activation during cognitive control in people with high trait anxiety,2019-03-07,Cortex,Natasza_Orlov_9,10-1016_j-cortex-2019-02-021,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3068,302,302,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,empty,Worry is associated with inefficient functional activity and connectivity in prefrontal and cingulate cortices during emotional interference,2018-10-30,Brain and behavior,Natasza_Orlov_10,-5.392492370398E+018,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3069,303,303,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1038/s41398-017-0067-5,Real-time fMRI neurofeedback to down-regulate superior temporal gyrus activity in patients with schizophrenia and auditory hallucinations: A Proof-of-concept study.,2018-02-12,Translational Psychiatry,Natasza_Orlov_11,10-1038_s41398-017-0067-5,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3070,304,304,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1093/brain/awx170,Stimulating thought: a functional MRI study of transcranial direct current stimulation in schizophrenia,2017-07,Brain,Natasza_Orlov_12,10-1093_brain_awx170,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3071,305,305,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1016/j.brs.2016.12.013,Stimulating cognition in schizophrenia: A controlled pilot study of the effects of prefrontal transcranial direct current stimulation upon memory and learning,2017-05,Brain Stimulation,Natasza_Orlov_13,10-1016_j-brs-2016-12-013,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3072,306,306,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1093/schbul/sbx023.078,Functional MRI Study of Frontal TDCS In Schizophrenia,2017-03-20,SCHIZOPHRENIA BULLETIN,Natasza_Orlov_14,10-1093_schbul_sbx023-078,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3073,307,307,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,https://doi.org/10.1016/j.pneurobio.2016.11.002,"Interaction of language, auditory and memory brain networks in auditory verbal hallucinations",2017-01,Progress in Neurobiology,Natasza_Orlov_15,10-1016_j-pneurobio-2016-11-002,664C8A33DD52DFD1574A528D443EC311B9B6C4BF
3074,308,308,Ayşegül Özkan,https://orcid.org/0000-0002-0721-8585,https://doi.org/10.1177/1747021820963310,Eye movement control in Turkish sentence reading,2021,Quarterly Journal of Experimental Psychology,Ayşegül_Özkan_1,10-1177_1747021820963310,55442B18830CF165ED46A914194ABE9DF5A86F45
3075,309,309,Borysław Paulewicz,https://orcid.org/0000-0002-1270-2988,https://doi.org/10.3389/fpsyg.2020.01933,Confounding in Studies on Metacognition : A Preliminary Causal Analysis Framework,2020,Frontiers in Psychology,Borysław_Paulewicz_1,10-3389_fpsyg-2020-01933,113AECF320377D038E273B77A12228442F89C6EF
3076,310,310,Borysław Paulewicz,https://orcid.org/0000-0002-1270-2988,https://doi.org/10.3758/s13428-020-01370-y,The bhsdtr package: a general-purpose method of Bayesian inference for signal detection theory models,2020,Behavior Research Methods,Borysław_Paulewicz_2,10-3758_s13428-020-01370-y,113AECF320377D038E273B77A12228442F89C6EF
3077,311,311,Borysław Paulewicz,https://orcid.org/0000-0002-1270-2988,https://doi.org/10.1038/s41562-019-0813-1,The Confidence Database,2020,Nature Human Behaviour,Borysław_Paulewicz_3,10-1038_s41562-019-0813-1,113AECF320377D038E273B77A12228442F89C6EF
3078,312,312,Borysław Paulewicz,https://orcid.org/0000-0002-1270-2988,https://doi.org/10.3389/fnins.2020.580712,Transcranial Magnetic Stimulation-Induced Motor Cortex Activity Influences Visual Awareness Judgments,2020,Frontiers in Neuroscience,Borysław_Paulewicz_4,10-3389_fnins-2020-580712,113AECF320377D038E273B77A12228442F89C6EF
3079,313,313,Borysław Paulewicz,https://orcid.org/0000-0002-1270-2988,https://doi.org/10.1016/j.concog.2020.103035,Visual awareness judgments are sensitive to accuracy feedback in stimulus discrimination tasks,2020,Consciousness and Cognition,Borysław_Paulewicz_5,10-1016_j-concog-2020-103035,113AECF320377D038E273B77A12228442F89C6EF
3080,314,314,Borysław Paulewicz,https://orcid.org/0000-0002-1270-2988,https://doi.org/10.1016/j.concog.2019.102798,In search of the optimal measure of awareness: Discrete or continuous?,2019,Consciousness and Cognition,Borysław_Paulewicz_6,10-1016_j-concog-2019-102798,113AECF320377D038E273B77A12228442F89C6EF
3081,315,315,Borysław Paulewicz,https://orcid.org/0000-0002-1270-2988,https://doi.org/10.1016/j.concog.2019.102804,Motor Response Influences Perceptual Awareness Judgements,2019,Consciousness and Cognition,Borysław_Paulewicz_7,10-1016_j-concog-2019-102804,113AECF320377D038E273B77A12228442F89C6EF
3082,316,316,Borysław Paulewicz,https://orcid.org/0000-0002-1270-2988,https://doi.org/10.1037/xlm0000608,Responses Improve the Accuracy of Confidence Jugements in Memory Tasks,2019,"Journal of Experimental Psychology: Learning, Memory, and Cognition",Borysław_Paulewicz_8,10-1037_xlm0000608,113AECF320377D038E273B77A12228442F89C6EF
3083,317,317,Krzysztof Piotrowski,https://orcid.org/0000-0002-7828-0589,https://doi.org/10.1080/20445911.2019.1591421,The nature of inhibition in a working memory search task,2019-03-12,Journal of Cognitive Psychology,Krzysztof_Piotrowski_1,10-1080_20445911-2019-1591421,09D14DDC523D2394AA5985241ABBA44C34A073AA
3084,318,318,Krzysztof Piotrowski,https://orcid.org/0000-0002-7828-0589,https://doi.org/10.18778/2450-4491.07.03,Uwaga na twórczość! Poznawcze aspekty kreatywności,2018-04-04,NAUKI O WYCHOWANIU. STUDIA INTERDYSCYPLINARNE.,Krzysztof_Piotrowski_2,10-18778_2450-4491-07-03,09D14DDC523D2394AA5985241ABBA44C34A073AA
3085,319,319,Katarzyna Prochwicz,https://orcid.org/0000-0001-9825-8912,https://doi.org/10.1111/eip.12925,"Effects of traumatic life events, cognitive biases and variation in dopaminergic genes on psychosis proneness",2021-04-30,Early Intervention in Psychiatry,Katarzyna_Prochwicz_1,10-1111_eip-12925,E156E1DE7E534C1C727E019A8678956BDD7093ED
3086,320,320,Katarzyna Prochwicz,https://orcid.org/0000-0001-9825-8912,https://doi.org/10.1192/j.eurpsy.2020.103,"Effects of interactions between variation in dopaminergic genes, traumatic life events, and anomalous self-experiences on psychosis proneness: Results from a cross-sectional study in a nonclinical sample",2020,European Psychiatry,Katarzyna_Prochwicz_2,10-1192_j-eurpsy-2020-103,E156E1DE7E534C1C727E019A8678956BDD7093ED
3087,321,321,Mirjana Rupar,https://orcid.org/0000-0003-0240-7886,https://doi.org/10.1177/1368430220967975,The role of national identification in explaining political and social civic engagement,2021-12,Group Processes & Intergroup Relations,Mirjana_Rupar_1,10-1177_1368430220967975,E7D2EFE0AA9FE3C99BD6E561AD1EF9E2E71BD642
3088,322,322,Mirjana Rupar,https://orcid.org/0000-0003-0240-7886,https://doi.org/10.1002/ejsp.2777,"Is patriotism helpful to fight the crisis? The role of constructive patriotism, conventional patriotism, and glorification amid the COVID‐19 pandemic",2021-10,European Journal of Social Psychology,Mirjana_Rupar_2,10-1002_ejsp-2777,E7D2EFE0AA9FE3C99BD6E561AD1EF9E2E71BD642
3089,323,323,Mirjana Rupar,https://orcid.org/0000-0003-0240-7886,https://doi.org/10.1111/josi.12419,"The generalization of intergroup contact effects: Emerging research, policy relevance, and future directions",2021-03-02,Journal of Social Issues,Mirjana_Rupar_3,10-1111_josi-12419,E7D2EFE0AA9FE3C99BD6E561AD1EF9E2E71BD642
3090,324,324,Mirjana Rupar,https://orcid.org/0000-0003-0240-7886,https://doi.org/10.1111/jasp.12565,Different forms of intergroup contact with former adversary are linked to distinct reconciliatory acts through symbolic and realistic threat,2018,Journal of Applied Social Psychology,Mirjana_Rupar_4,10-1111_jasp-12565,E7D2EFE0AA9FE3C99BD6E561AD1EF9E2E71BD642
3091,325,325,Renate Rutiku,https://orcid.org/0000-0003-1119-8211,https://doi.org/10.1093/nc/niab009,No validity without a theory-a critical look at subjective measures of consciousness.,2021-04,Neuroscience of consciousness,Renate_Rutiku_1,10-1093_nc_niab009,B2AF15E50D67FA45E8E34EDC00BAE07DA8A6B57C
3092,326,326,Renate Rutiku,https://orcid.org/0000-0003-1119-8211,https://doi.org/10.3389/fnsys.2019.00043,Coupling the State and Contents of Consciousness,2019,Frontiers in Systems Neuroscience,Renate_Rutiku_2,10-3389_fnsys-2019-00043,B2AF15E50D67FA45E8E34EDC00BAE07DA8A6B57C
3093,327,327,Renate Rutiku,https://orcid.org/0000-0003-1119-8211,https://doi.org/10.1016/j.cognition.2019.03.008,Individual differences in the effects of priors on perception: A multi-paradigm approach,2019,Cognition,Renate_Rutiku_3,10-1016_j-cognition-2019-03-008,B2AF15E50D67FA45E8E34EDC00BAE07DA8A6B57C
3094,328,328,Renate Rutiku,https://orcid.org/0000-0003-1119-8211,https://doi.org/10.1016/j.concog.2017.05.003,Juxtaposing the real-time unfolding of subjective experience and ERP neuromarker dynamics,2017,Consciousness and Cognition,Renate_Rutiku_4,10-1016_j-concog-2017-05-003,B2AF15E50D67FA45E8E34EDC00BAE07DA8A6B57C
3095,329,329,Maciej Sekerdej,https://orcid.org/0000-0001-7031-1523,https://doi.org/10.1177/1368430220967975,The role of national identification in explaining political and social civic engagement,2021-12,Group Processes & Intergroup Relations,Maciej_Sekerdej_1,10-1177_1368430220967975,D6343E519D2F448946BE7848196DDD4FE6415684
3096,330,330,Maciej Sekerdej,https://orcid.org/0000-0001-7031-1523,https://doi.org/10.1002/ejsp.2777,"Is patriotism helpful to fight the crisis? The role of constructive patriotism, conventional patriotism, and glorification amid the COVID‐19 pandemic",2021-10,European Journal of Social Psychology,Maciej_Sekerdej_2,10-1002_ejsp-2777,D6343E519D2F448946BE7848196DDD4FE6415684
3097,331,331,Maciej Sekerdej,https://orcid.org/0000-0001-7031-1523,https://doi.org/10.1016/j.paid.2020.110302,Perceived self-efficacy facilitates critical reflection on one's own group,2021-01,Personality and Individual Differences,Maciej_Sekerdej_3,10-1016_j-paid-2020-110302,D6343E519D2F448946BE7848196DDD4FE6415684
3098,332,332,Maciej Sekerdej,https://orcid.org/0000-0001-7031-1523,https://doi.org/10.1016/j.biopsycho.2018.12.007,Religious fundamentalism is associated with hyperactive performance monitoring: ERP evidence from correct and erroneous responses,2019-01,Biological Psychology,Maciej_Sekerdej_4,10-1016_j-biopsycho-2018-12-007,D6343E519D2F448946BE7848196DDD4FE6415684
3099,333,333,Maciej Sekerdej,https://orcid.org/0000-0001-7031-1523,https://doi.org/10.1177/2515245918810225,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,2018-12,Advances in Methods and Practices in Psychological Science,Maciej_Sekerdej_5,10-1177_2515245918810225,D6343E519D2F448946BE7848196DDD4FE6415684
3100,334,334,Maciej Sekerdej,https://orcid.org/0000-0001-7031-1523,https://doi.org/10.1007/s10919-018-0279-2,Keeping in Touch with Context: Non-verbal Behavior as a Manifestation of Communality and Dominance,2018-09-26,Journal of Nonverbal Behavior,Maciej_Sekerdej_6,10-1007_s10919-018-0279-2,D6343E519D2F448946BE7848196DDD4FE6415684
3101,335,335,Maciej Sekerdej,https://orcid.org/0000-0001-7031-1523,https://doi.org/10.1002/ejsp.2298,Uncertainty and prejudice: The role of religiosity in shaping group attitudes,2018-03-15,European Journal of Social Psychology,Maciej_Sekerdej_7,10-1002_ejsp-2298,D6343E519D2F448946BE7848196DDD4FE6415684
3102,336,336,Maciej Sekerdej,https://orcid.org/0000-0001-7031-1523,empty,The Role of Indian Caste Identity and Caste Inconsistent Norms on Status Representation,2017-03,Frontiers in Psychology,Maciej_Sekerdej_8,-7.94468832841395E+018,D6343E519D2F448946BE7848196DDD4FE6415684
3103,337,337,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.1016/j.cortex.2021.03.013,#EEGManyLabs: Investigating the replicability of influential EEG experiments,2021,Cortex,Magdalena_Senderecka_1,10-1016_j-cortex-2021-03-013,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3104,338,338,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.1111/psyp.13876,Socially induced negative affective knowledge modulates early face perception but not gaze cueing of attention,2021-09,Psychophysiology,Magdalena_Senderecka_2,10-1111_psyp-13876,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3105,339,339,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.1016/j.neuroscience.2021.06.032,Socially Induced Negative Emotions Elicit Neural Activity in the Mentalizing Network in a Subsequent Inhibitory Task,2021-08,Neuroscience,Magdalena_Senderecka_3,10-1016_j-neuroscience-2021-06-032,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3106,340,340,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.1016/j.cognition.2020.104373,Patterns of bilingual language use and response inhibition: A test of the adaptive control hypothesis,2020,Cognition,Magdalena_Senderecka_4,10-1016_j-cognition-2020-104373,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3107,341,341,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.1016/j.biopsycho.2018.12.007,Religious fundamentalism is associated with hyperactive performance monitoring: ERP evidence from correct and erroneous responses,2019-01,Biological Psychology,Magdalena_Senderecka_5,10-1016_j-biopsycho-2018-12-007,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3108,342,342,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.1111/psyp.13198,Individual differences in decisiveness: ERP correlates of response inhibition and error monitoring,2018-10-20,Psychophysiology,Magdalena_Senderecka_6,10-1111_psyp-13198,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3109,343,343,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.3389/fnhum.2018.00178,Post-error Brain Activity Correlates With Incidental Memory for Negative Words,2018-05-08,Frontiers in Human Neuroscience,Magdalena_Senderecka_7,10-3389_fnhum-2018-00178,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3110,344,344,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.15557/an.2017.0004,"A qualitative analysis of the ACE-III profile in the differential diagnosis of dementia syndromes,Zastosowanie jakościowej analizy profilu wykonania skali ACE-III w diagnostyce róznicowej chorób otȩpiennych",2017,Aktualnosci Neurologiczne,Magdalena_Senderecka_8,10-15557_an-2017-0004,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3111,345,345,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.3758/s13415-017-0546-4,Emotional enhancement of error detection—The role of perceptual processing and inhibition monitoring in failed auditory stop trials,2017-10,"Cognitive, Affective, & Behavioral Neuroscience",Magdalena_Senderecka_9,10-3758_s13415-017-0546-4,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3112,346,346,Magdalena Senderecka,https://orcid.org/0000-0002-2098-5180,https://doi.org/10.1111/psyp.12980,Flanker task with equiprobable congruent and incongruent conditions does not elicit the conflict N2,2017-08,Psychophysiology,Magdalena_Senderecka_10,10-1111_psyp-12980,1EFAB36DBD858D860FF7DAB22638AF889980E7F7
3113,347,347,Marta Siedlecka,https://orcid.org/0000-0002-0688-4500,https://doi.org/10.3758/s13423-021-01913-0,Confidence in action: Differences between perceived accuracy of decision and motor response,2021-10-26,Psychonomic Bulletin & Review,Marta_Siedlecka_1,10-3758_s13423-021-01913-0,F26DD6D6CA316AF694F87BADCFF825F83AB25BCF
3114,348,348,Marta Siedlecka,https://orcid.org/0000-0002-0688-4500,https://doi.org/10.1037/xlm0000608,Responses improve the accuracy of confidence judgements in memory tasks.,2018-07,"Journal of experimental psychology. Learning, memory, and cognition",Marta_Siedlecka_2,10-1037_xlm0000608,F26DD6D6CA316AF694F87BADCFF825F83AB25BCF
3115,349,349,Marta Siedlecka,https://orcid.org/0000-0002-0688-4500,https://doi.org/10.1016/j.jpain.2017.08.005,Rubber Hand Illusion Increases Pain Caused by Electric Stimuli.,2017-08,The journal of pain : official journal of the American Pain Society,Marta_Siedlecka_3,10-1016_j-jpain-2017-08-005,F26DD6D6CA316AF694F87BADCFF825F83AB25BCF
3116,350,350,Patrycja Siemiginowska,https://orcid.org/0000-0002-8358-5133,https://doi.org/10.1177/1477153519876969,Blue light effect on EEG activity – The role of exposure timing and chronotype,2020-06-04,Lighting Research & Technology,Patrycja_Siemiginowska_1,10-1177_1477153519876969,6AC5684F4FEE156850C86915F7F9E3A44A748FDE
3117,351,351,Barbara Sikora-Wachowicz,https://orcid.org/0000-0002-7398-9767,https://doi.org/10.1016/j.bandc.2021.105728,False recognitions in short-term memory – Age-differences in neural activity,2021,Brain and Cognition,Barbara_Sikora-Wachowicz_1,10-1016_j-bandc-2021-105728,D3E4B4E5BDA6B03D912C9056708A6AC5A92AFCD5
3118,352,352,Barbara Sikora-Wachowicz,https://orcid.org/0000-0002-7398-9767,https://doi.org/10.3389/fnins.2021.778242,Non-linear Functional Brain Co-activations in Short-Term Memory Distortion Tasks,2021-12-03,Frontiers in Neuroscience,Barbara_Sikora-Wachowicz_2,10-3389_fnins-2021-778242,D3E4B4E5BDA6B03D912C9056708A6AC5A92AFCD5
3119,353,353,Barbara Sikora-Wachowicz,https://orcid.org/0000-0002-7398-9767,https://doi.org/10.1080/07420528.2021.1929279,Time-of-day effects on objective and subjective short-term memory task performance,2021-09-02,Chronobiology International,Barbara_Sikora-Wachowicz_3,10-1080_07420528-2021-1929279,D3E4B4E5BDA6B03D912C9056708A6AC5A92AFCD5
3120,354,354,Barbara Sikora-Wachowicz,https://orcid.org/0000-0002-7398-9767,https://doi.org/10.3390/brainsci11010111,Identifying Diurnal Variability of Brain Connectivity Patterns Using Graph Theory.,2021-01-16,Brain sciences,Barbara_Sikora-Wachowicz_4,10-3390_brainsci11010111,D3E4B4E5BDA6B03D912C9056708A6AC5A92AFCD5
3121,355,355,Barbara Sikora-Wachowicz,https://orcid.org/0000-0002-7398-9767,https://doi.org/10.3389/fpsyg.2019.02785,False Recognition in Short-Term Memory – Age-Differences in Confidence,2019-12-13,Frontiers in Psychology,Barbara_Sikora-Wachowicz_5,10-3389_fpsyg-2019-02785,D3E4B4E5BDA6B03D912C9056708A6AC5A92AFCD5
3122,356,356,Barbara Sikora-Wachowicz,https://orcid.org/0000-0002-7398-9767,https://doi.org/10.3389/fnhum.2019.00288,Beyond the Low Frequency Fluctuations: Morning and Evening Differences in Human Brain,2019-08-27,Frontiers in Human Neuroscience,Barbara_Sikora-Wachowicz_6,10-3389_fnhum-2019-00288,D3E4B4E5BDA6B03D912C9056708A6AC5A92AFCD5
3123,357,357,Barbara Sikora-Wachowicz,https://orcid.org/0000-0002-7398-9767,https://doi.org/10.1016/j.ijpsycho.2019.03.001,Saying “yes” when you want to say “no” - pupil dilation reflects evidence accumulation in a visual working memory recognition task,2019-05,International Journal of Psychophysiology,Barbara_Sikora-Wachowicz_7,10-1016_j-ijpsycho-2019-03-001,D3E4B4E5BDA6B03D912C9056708A6AC5A92AFCD5
3124,358,358,Barbara Sikora-Wachowicz,https://orcid.org/0000-0002-7398-9767,https://doi.org/10.1080/07420528.2017.1386666,Would you say “yes” in the evening? Time-of-day effect on response bias in four types of working memory recognition tasks,2018,Chronobiology International,Barbara_Sikora-Wachowicz_8,10-1080_07420528-2017-1386666,D3E4B4E5BDA6B03D912C9056708A6AC5A92AFCD5
3125,359,359,Iwona Sikorska,https://orcid.org/0000-0002-1309-8065,https://doi.org/10.1002/pits.22509,Early screening for protective and risk factors—Polish adaptation of the Devereux Early Childhood Assessment,2021-07,Psychology in the Schools,Iwona_Sikorska_1,10-1002_pits-22509,CEE7FFFCA8E17693A65AB037BFBD284A7FCDBDDE
3126,360,360,Iwona Sikorska,https://orcid.org/0000-0002-1309-8065,https://doi.org/10.35765/eetp.2021.1660.08,Odporni rodzice – odporne dzieci. Jak zasoby psychiczne rodziny wpływają na odporność psychiczną dziecka,2021-06-30,Edukacja Elementarna w Teorii i Praktyce,Iwona_Sikorska_2,10-35765_eetp-2021-1660-08,CEE7FFFCA8E17693A65AB037BFBD284A7FCDBDDE
3127,361,361,Iwona Sikorska,https://orcid.org/0000-0002-1309-8065,https://doi.org/10.4467/20843879pr.19.001.10592,Szczęśliwe życie w okresie późnej dorosłości. Znaczenie motywu indywidualnego.,2019,Psychologia Rozwojowa,Iwona_Sikorska_3,10-4467_20843879pr-19-001-10592,CEE7FFFCA8E17693A65AB037BFBD284A7FCDBDDE
3128,362,362,Iwona Sikorska,https://orcid.org/0000-0002-1309-8065,https://doi.org/10.35765/eetp.2019.1452.02,Zasoby odporności psychicznej dziecka – co wiedzą o nich rodzice i nauczyciele,2019-11-12,Edukacja Elementarna w Teorii i Praktyce,Iwona_Sikorska_4,10-35765_eetp-2019-1452-02,CEE7FFFCA8E17693A65AB037BFBD284A7FCDBDDE
3129,363,363,Katarzyna Sitnik-Warchulska,https://orcid.org/0000-0001-8262-8034,https://doi.org/10.3389/fpsyt.2021.743870,Impulsivity and Difficulties in Emotional Regulation as Predictors of Binge-Watching Behaviours.,2021-11,Frontiers in psychiatry,Katarzyna_Sitnik-Warchulska_1,10-3389_fpsyt-2021-743870,81BB95833C5F3F0BC657E17ADC58EBE3C71D5A0E
3130,364,364,Katarzyna Sitnik-Warchulska,https://orcid.org/0000-0001-8262-8034,https://doi.org/10.3389/fpsyt.2021.640927,The Risk of Bullying and Probability of Help-Seeking Behaviors in School Children: A Bayesian Network Analysis,2021-05,Frontiers in Psychiatry,Katarzyna_Sitnik-Warchulska_2,10-3389_fpsyt-2021-640927,81BB95833C5F3F0BC657E17ADC58EBE3C71D5A0E
3131,365,365,Katarzyna Sitnik-Warchulska,https://orcid.org/0000-0001-8262-8034,https://doi.org/10.3389/fpsyt.2021.590542,"Bonding With Parents, Body Image, and Sociocultural Attitudes Toward Appearance as Predictors of Eating Disorders Among Young Girls",2021-04,Frontiers in Psychiatry,Katarzyna_Sitnik-Warchulska_3,10-3389_fpsyt-2021-590542,81BB95833C5F3F0BC657E17ADC58EBE3C71D5A0E
3132,366,366,Katarzyna Sitnik-Warchulska,https://orcid.org/0000-0001-8262-8034,https://doi.org/10.3390/nu13030910,Psychological Risk Factors for the Development of Restrictive and Bulimic Eating Behaviors: A Polish and Vietnamese Comparison,2021-03-11,Nutrients,Katarzyna_Sitnik-Warchulska_4,10-3390_nu13030910,81BB95833C5F3F0BC657E17ADC58EBE3C71D5A0E
3133,367,367,Katarzyna Sitnik-Warchulska,https://orcid.org/0000-0001-8262-8034,https://doi.org/10.1289/isee.2020.virtual.p-0259,NeuroSmog: Determining the impact of air pollution on the developing brain - outline of the project protocol,2020-10,ISEE Conference Abstracts,Katarzyna_Sitnik-Warchulska_5,10-1289_isee-2020-virtual-p-0259,81BB95833C5F3F0BC657E17ADC58EBE3C71D5A0E
3134,368,368,Katarzyna Sitnik-Warchulska,https://orcid.org/0000-0001-8262-8034,https://doi.org/10.3389/fpsyt.2020.00506,Socio-Cultural Standards Promoted by the Mass Media as Predictors of Restrictive and Bulimic Behavior,2020-06-03,Frontiers in Psychiatry,Katarzyna_Sitnik-Warchulska_6,10-3389_fpsyt-2020-00506,81BB95833C5F3F0BC657E17ADC58EBE3C71D5A0E
