institution,id,doi,title,display_name,publication_year,publication_date,journal,type,language,pdf_url,landing_page_url,oa_url,apc_paid,authors,author_orcids,countries,institutions,clean_doi
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W3084081890,https://doi.org/10.31261/rias.7567,Resistance and Protest in Percival Everett's &lt;i&gt;Erasure&lt;/i&gt;,Resistance and Protest in Percival Everett's &lt;i&gt;Erasure&lt;/i&gt;,2020,2020-08-16,Review of International American Studies,article,en,https://www.journals.us.edu.pl/index.php/RIAS/article/download/7567/7552,https://doi.org/10.31261/rias.7567,https://www.journals.us.edu.pl/index.php/RIAS/article/download/7567/7552,,Sonia Caputa,Sonia Caputa: https://orcid.org/0000-0001-8190-2767,PL,University of Silesia in Katowice,10.31261/rias.7567
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W3126927186,https://doi.org/10.16926/eat.2020.09.04,Trans-action! Seminar as an event in the light of transactional analysis,Trans-action! Seminar as an event in the light of transactional analysis,2020,2020-01-01,Edukacyjna Analiza Transakcyjna,article,en,,https://doi.org/10.16926/eat.2020.09.04,https://doi.org/10.16926/eat.2020.09.04,,Łukasz Michalski,Łukasz Michalski: https://orcid.org/0000-0002-2863-289X,"CZ, PL","Silesian University in Opava, University of Silesia in Katowice",10.16926/eat.2020.09.04
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W3167059286,https://doi.org/10.31261/ppk.2021.05.04,The problem of hate crimes in the United States of America,The problem of hate crimes in the United States of America,2021,2021-05-28,Problemy Prawa Karnego,article,en,https://journals.us.edu.pl/index.php/ppk/article/download/11994/9355,https://doi.org/10.31261/ppk.2021.05.04,https://journals.us.edu.pl/index.php/ppk/article/download/11994/9355,,"Ewelina Bachera, Stephan V. Jupinko",Ewelina Bachera: https://orcid.org/0000-0003-1570-7167; Stephan V. Jupinko: https://orcid.org/0000-0003-4330-9844,"CN, PL","Shanghai University of International Business and Economics, University of Silesia in Katowice",10.31261/ppk.2021.05.04
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W2750135119,https://doi.org/10.21462/jeltl.v2i2.68,English Philology Students’ Opinions on their L2 Pronunciation Skills: A Changing Perspective,English Philology Students’ Opinions on their L2 Pronunciation Skills: A Changing Perspective,2017,2017-08-23,Journal of English Language Teaching and Linguistics,article,en,http://jeltl.org/index.php/jeltl/article/download/68/pdf,https://doi.org/10.21462/jeltl.v2i2.68,http://jeltl.org/index.php/jeltl/article/download/68/pdf,,Dorota Lipińska,Dorota Lipińska: None,PL,University of Silesia in Katowice,10.21462/jeltl.v2i2.68
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W3016608120,https://doi.org/10.31261/ssp.2019.14.15,"Jak wyrwać się z nostalgii [dot. P. Włodek: Kres niewinności. Obraz i upamiętnienie ery Eisenhowera w amerykańskich filmach i serialach – pomiędzy reprezentacją, nostalgią a krytycznym retro]","Jak wyrwać się z nostalgii [dot. P. Włodek: Kres niewinności. Obraz i upamiętnienie ery Eisenhowera w amerykańskich filmach i serialach – pomiędzy reprezentacją, nostalgią a krytycznym retro]",2019,2019-12-28,Śląskie Studia Polonistyczne,article,en,https://www.journals.us.edu.pl/index.php/SSP/article/download/9229/7164,https://doi.org/10.31261/ssp.2019.14.15,https://www.journals.us.edu.pl/index.php/SSP/article/download/9229/7164,,Karolina Kostyra,Karolina Kostyra: https://orcid.org/0000-0002-4983-9195,PL,"University of Economics in Katowice, University of Silesia in Katowice",10.31261/ssp.2019.14.15
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W3112853662,https://doi.org/10.15633/tes.03403,Szkolnictwo elementarne w dekanacie siewierskim w latach 20. XIX wieku,Szkolnictwo elementarne w dekanacie siewierskim w latach 20. XIX wieku,2019,2019-09-24,Textus et Studia,article,en,https://czasopisma.upjp2.edu.pl/textusetstudia/article/download/3423/3304,https://doi.org/10.15633/tes.03403,https://czasopisma.upjp2.edu.pl/textusetstudia/article/download/3423/3304,,"Anna Glimos-Nadgórska, Mariusz Trąba",Anna Glimos-Nadgórska: None; Mariusz Trąba: https://orcid.org/0000-0001-5836-9052,PL,"Pontifical University of John Paul II in Kraków, University of Silesia in Katowice",10.15633/tes.03403
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W3114984481,https://doi.org/10.31261/tapsla.7714,Detection of Non-native Speaker Status from Backwards and Vocoded Contentmasked Speech,Detection of Non-native Speaker Status from Backwards and Vocoded Contentmasked Speech,2020,2020-12-23,Theory and Practice of Second Language Acquisition,article,en,,https://doi.org/10.31261/tapsla.7714,https://doi.org/10.31261/tapsla.7714,,"Arkadiusz Rojczyk, Andrzej Porzuczek",Arkadiusz Rojczyk: https://orcid.org/0000-0002-7328-5911; Andrzej Porzuczek: https://orcid.org/0000-0001-6398-2150,PL,University of Silesia in Katowice,10.31261/tapsla.7714
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W3171244967,https://doi.org/10.29119/1641-3466.2021.151.30,Philosophy as art of life and therapy: the epicurean-stoic model of ethics in the face of contemporary holistic views of human being in coaching,Philosophy as art of life and therapy: the epicurean-stoic model of ethics in the face of contemporary holistic views of human being in coaching,2021,2021-01-01,Zeszyty Naukowe. Organizacja i Zarządzanie / Politechnika Śląska,article,en,,http://managementpapers.polsl.pl/wp-content/uploads/2021/03/151_Musio .pdf,,,Anna Musioł,Anna Musioł: https://orcid.org/0000-0001-7325-4456,PL,University of Silesia in Katowice,10.29119/1641-3466.2021.151.30
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W3185499642,https://doi.org/10.31261/https://doi.org/10.31261/ps_p.2021.27.15,Globtroterka w wersji slow. Vlog podróżniczy „Globstory” między pragmatyką nowych mediów a poetyką reportażu,Globtroterka w wersji slow. Vlog podróżniczy „Globstory” między pragmatyką nowych mediów a poetyką reportażu,2021,2021-06-30,Postscriptum Polonistyczne,article,pl,https://www.journals.us.edu.pl/index.php/PPol/article/download/11280/9440,https://doi.org/10.31261/https://doi.org/10.31261/ps_p.2021.27.15,https://www.journals.us.edu.pl/index.php/PPol/article/download/11280/9440,,Katarzyna Frukacz,Katarzyna Frukacz: https://orcid.org/0000-0002-2910-4554,PL,"University of Economics in Katowice, University of Silesia in Katowice",10.31261/10.31261/ps_p.2021.27.15
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W4200003126,https://doi.org/10.18290/rf21694-6,Daniela C. Dennetta hipoteza językowej genezy świadomości,Daniela C. Dennetta hipoteza językowej genezy świadomości,2021,2021-01-01,Roczniki Filozoficzne,article,en,https://ojs.tnkul.pl/index.php/rf/article/download/12676/15940,https://doi.org/10.18290/rf21694-6,https://ojs.tnkul.pl/index.php/rf/article/download/12676/15940,,Witold Marzęda,Witold Marzęda: https://orcid.org/0000-0001-7516-3857,PL,"University of Economics in Katowice, University of Silesia in Katowice",10.18290/rf21694-6
Uniwersytet_Śląski_w_Katowicach,https://openalex.org/W4251588691,https://doi.org/10.5604/01.3001.0014.8474,Coping strategies to strain caused by difficult situations amongst youth,Coping strategies to strain caused by difficult situations amongst youth,2021,2021-04-21,Special School,article,en,,https://doi.org/10.5604/01.3001.0014.8474,,,Marcin Jurczyk,Marcin Jurczyk: https://orcid.org/0000-0003-0099-4730,PL,"University of Economics in Katowice, University of Silesia in Katowice",10.5604/01.3001.0014.8474
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2747298079,https://doi.org/10.24189/ncr.2017.035,Environmental awareness of students living near selected national parks in countries of Visegrád group,Environmental awareness of students living near selected national parks in countries of Visegrád group,2017,2017-01-01,Nature Conservation Research,article,en,http://ncr-journal.bear-land.org/uploads/bae74fadaa773a43b9c3975c6611fc69.pdf,https://doi.org/10.24189/ncr.2017.035,http://ncr-journal.bear-land.org/uploads/bae74fadaa773a43b9c3975c6611fc69.pdf,,"Peter Repka, Beata Barabasz‐Krasny, Katarzyna Możdżeń, Péter Urbán, Juraj Švajda",Peter Repka: None; Beata Barabasz‐Krasny: https://orcid.org/0000-0002-5800-6953; Katarzyna Możdżeń: https://orcid.org/0000-0002-5695-4474; Péter Urbán: https://orcid.org/0000-0001-6815-7539; Juraj Švajda: https://orcid.org/0000-0003-4528-9963,"PL, SK","Matej Bel University, Uniwersytet Komisji Edukacji Narodowej w Krakowie",10.24189/ncr.2017.035
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3118743857,https://doi.org/10.3390/su13020571,Creativity for Sustainability: How Do Polish Teachers Develop Students’ Creativity Competence? Analysis of Research Results,Creativity for Sustainability: How Do Polish Teachers Develop Students’ Creativity Competence? Analysis of Research Results,2021,2021-01-09,Sustainability,article,en,https://www.mdpi.com/2071-1050/13/2/571/pdf?version=1610446819,https://doi.org/10.3390/su13020571,https://www.mdpi.com/2071-1050/13/2/571/pdf?version=1610446819,2200 CHF (USD 2382),"Anna Mróz, Iwona Ocetkiewicz",Anna Mróz: https://orcid.org/0000-0002-9109-1395; Iwona Ocetkiewicz: https://orcid.org/0000-0002-5936-8999,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.3390/su13020571
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3016568625,https://doi.org/10.1007/s11218-020-09551-5,"Why do females choose to study humanities or social sciences, while males prefer technology or science? Some intrapersonal and interpersonal predictors","Why do females choose to study humanities or social sciences, while males prefer technology or science? Some intrapersonal and interpersonal predictors",2020,2020-04-18,Social Psychology of Education,article,en,https://link.springer.com/content/pdf/10.1007/s11218-020-09551-5.pdf,https://doi.org/10.1007/s11218-020-09551-5,https://link.springer.com/content/pdf/10.1007/s11218-020-09551-5.pdf,2290 EUR (USD 2890),Sławomir Trusz,Sławomir Trusz: https://orcid.org/0000-0002-7572-018X,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.1007/s11218-020-09551-5
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3159442718,https://doi.org/10.3390/brainsci11050544,Predictors of Mental Health after the First Wave of the COVID-19 Pandemic in Poland,Predictors of Mental Health after the First Wave of the COVID-19 Pandemic in Poland,2021,2021-04-27,Brain Sciences,article,en,https://www.mdpi.com/2076-3425/11/5/544/pdf?version=1619496935,https://doi.org/10.3390/brainsci11050544,https://www.mdpi.com/2076-3425/11/5/544/pdf?version=1619496935,2000 CHF (USD 2165),Piotr Długosz,Piotr Długosz: https://orcid.org/0000-0002-4875-2039,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.3390/brainsci11050544
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3168136669,https://doi.org/10.1007/s10639-021-10600-5,Head teachers’ opinions on the future of school education conditioned by emergency remote teaching,Head teachers’ opinions on the future of school education conditioned by emergency remote teaching,2021,2021-06-05,Education and Information Technologies,article,en,https://link.springer.com/content/pdf/10.1007/s10639-021-10600-5.pdf,https://doi.org/10.1007/s10639-021-10600-5,https://link.springer.com/content/pdf/10.1007/s10639-021-10600-5.pdf,2590 EUR (USD 3190),"Katarzyna Potyrała, Nataliia Demeshkant, Karolina Czerwiec, Beata Jancarz-Łanczkowska, Łukasz Tomczyk",Katarzyna Potyrała: https://orcid.org/0000-0001-9926-0803; Nataliia Demeshkant: https://orcid.org/0000-0002-2215-0988; Karolina Czerwiec: https://orcid.org/0000-0002-3774-6901; Beata Jancarz-Łanczkowska: https://orcid.org/0000-0002-8292-552X; Łukasz Tomczyk: https://orcid.org/0000-0002-5652-1433,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.1007/s10639-021-10600-5
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2589067019,https://doi.org/10.1016/j.childyouth.2017.02.017,Cyberbullying in 2010 and 2015 — A perspective on the changes in the phenomenon among adolescents in Poland in the context of preventive action,Cyberbullying in 2010 and 2015 — A perspective on the changes in the phenomenon among adolescents in Poland in the context of preventive action,2017,2017-02-17,Children and Youth Services Review,article,en,,https://doi.org/10.1016/j.childyouth.2017.02.017,,,Łukasz Tomczyk,Łukasz Tomczyk: https://orcid.org/0000-0002-5652-1433,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.1016/j.childyouth.2017.02.017
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3204976632,https://doi.org/10.1080/17477891.2021.1984196,A call for reducing tourism risk to environmental hazards in the Himalaya,A call for reducing tourism risk to environmental hazards in the Himalaya,2021,2021-10-11,Environmental Hazards,article,en,,https://doi.org/10.1080/17477891.2021.1984196,,,"Alan D. Ziegler, Robert Wasson, Yaspal Sundriyal, Pradeep Srivastava, Gerard Sasges, Sorain J. Ramchunder, Chin Ee Ong, Sanjay K. Nepal, Brian G. McAdoo, Jamie Gillen, Dipak Bishwokarma, Alok Bhardwaj, Michał Apollo",Alan D. Ziegler: https://orcid.org/0000-0001-5305-2136; Robert Wasson: https://orcid.org/0000-0003-4318-1182; Yaspal Sundriyal: https://orcid.org/0000-0003-4358-0335; Pradeep Srivastava: https://orcid.org/0000-0002-9591-7764; Gerard Sasges: https://orcid.org/0000-0003-4881-716X; Sorain J. Ramchunder: https://orcid.org/0000-0002-0102-0797; Chin Ee Ong: None; Sanjay K. Nepal: https://orcid.org/0000-0003-0464-5618; Brian G. McAdoo: https://orcid.org/0000-0003-1342-4825; Jamie Gillen: https://orcid.org/0000-0002-1618-724X; Dipak Bishwokarma: https://orcid.org/0000-0002-2221-8129; Alok Bhardwaj: https://orcid.org/0000-0003-2614-5796; Michał Apollo: https://orcid.org/0000-0002-7777-5176,"AU, CA, CN, IN, NP, NZ, PL, SG, TH, US","Arizona State University, Australian National University, Duke University, Hainan University, Hemwati Nandan Bahuguna Garhwal University, Indian Institute of Technology Roorkee, James Cook University, National University of Singapore, Sun Yat-sen University, University of Auckland, University of Waterloo, Uniwersytet Komisji Edukacji Narodowej w Krakowie, Wadia Institute of Himalayan Geology",10.1080/17477891.2021.1984196
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2779824850,https://doi.org/10.1007/s11218-017-9418-6,Four mediation models of teacher expectancy effects on students’ outcomes in mathematics and literacy,Four mediation models of teacher expectancy effects on students’ outcomes in mathematics and literacy,2017,2017-12-19,Social Psychology of Education,article,en,https://link.springer.com/content/pdf/10.1007%2Fs11218-017-9418-6.pdf,https://doi.org/10.1007/s11218-017-9418-6,https://link.springer.com/content/pdf/10.1007%2Fs11218-017-9418-6.pdf,2290 EUR (USD 2890),Sławomir Trusz,Sławomir Trusz: https://orcid.org/0000-0002-7572-018X,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.1007/s11218-017-9418-6
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2932756011,https://doi.org/10.1080/17504902.2019.1567657,Introduction to the special issue – disputed Holocaust memory in Poland,Introduction to the special issue – disputed Holocaust memory in Poland,2019,2019-03-31,Holocaust Studies,article,en,https://www.tandfonline.com/doi/pdf/10.1080/17504902.2019.1567657?needAccess=true,https://doi.org/10.1080/17504902.2019.1567657,https://www.tandfonline.com/doi/pdf/10.1080/17504902.2019.1567657?needAccess=true,,"Larry Ray, Sławomir Kapralski",Larry Ray: https://orcid.org/0000-0003-1592-3425; Sławomir Kapralski: https://orcid.org/0000-0002-4215-7693,"GB, PL","Institute of Philosophy and Sociology, University of Kent, Uniwersytet Komisji Edukacji Narodowej w Krakowie",10.1080/17504902.2019.1567657
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3161957796,https://doi.org/10.3389/fpsyt.2021.654590,Neurotic Generation of Covid-19 in Eastern Europe,Neurotic Generation of Covid-19 in Eastern Europe,2021,2021-07-09,Frontiers in Psychiatry,article,en,,https://doi.org/10.3389/fpsyt.2021.654590,https://doi.org/10.3389/fpsyt.2021.654590,2950 USD (USD 2950),"Piotr Długosz, Liudmyla Kryvachuk",Piotr Długosz: https://orcid.org/0000-0002-4875-2039; Liudmyla Kryvachuk: https://orcid.org/0000-0002-3083-4781,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.3389/fpsyt.2021.654590
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2771241305,https://doi.org/10.5604/01.3001.0010.5491,INTEGRATION EXERCISE PROGRAMME FOR CHILDREN WITH LEARNING DIFFICULTIES WHO HAVE PRESERVED VESTIGIAL PRIMITIVE REFLEXES,INTEGRATION EXERCISE PROGRAMME FOR CHILDREN WITH LEARNING DIFFICULTIES WHO HAVE PRESERVED VESTIGIAL PRIMITIVE REFLEXES,2017,2017-09-12,Acta Neuropsychologica,article,en,,https://doi.org/10.5604/01.3001.0010.5491,,,Celestyna Grzywniak,Celestyna Grzywniak: None,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.5604/01.3001.0010.5491
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3119158120,https://doi.org/10.3390/su13020636,Winter Sports Resorts and Natural Environment—Systematic Literature Review Presenting Interactions between Them,Winter Sports Resorts and Natural Environment—Systematic Literature Review Presenting Interactions between Them,2021,2021-01-11,Sustainability,article,en,https://www.mdpi.com/2071-1050/13/2/636/pdf,https://doi.org/10.3390/su13020636,https://www.mdpi.com/2071-1050/13/2/636/pdf,2200 CHF (USD 2382),Michał Żemła,Michał Żemła: https://orcid.org/0000-0002-3521-8128,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.3390/su13020636
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3172998269,https://doi.org/10.3390/ijerph182010827,"The Relationship between Mental Health, Educational Burnout and Strategies for Coping with Stress among Students: A Cross-Sectional Study of Poland","The Relationship between Mental Health, Educational Burnout and Strategies for Coping with Stress among Students: A Cross-Sectional Study of Poland",2021,2021-10-15,International Journal of Environmental Research and Public Health,article,en,https://www.mdpi.com/1660-4601/18/20/10827/pdf?version=1634544285,https://doi.org/10.3390/ijerph182010827,https://www.mdpi.com/1660-4601/18/20/10827/pdf?version=1634544285,2500 CHF (USD 2707),"Piotr Długosz, Damian Liszka",Piotr Długosz: https://orcid.org/0000-0002-4875-2039; Damian Liszka: https://orcid.org/0000-0002-2192-1672,PL,"Institute of Philosophy and Sociology, Uniwersytet Komisji Edukacji Narodowej w Krakowie",10.3390/ijerph182010827
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3033117584,https://doi.org/10.1177/0265532220924598,Adaptation of the British Sign Language Receptive Skills Test into Polish Sign Language,Adaptation of the British Sign Language Receptive Skills Test into Polish Sign Language,2020,2020-06-06,Language Testing,article,en,,https://doi.org/10.1177/0265532220924598,https://openaccess.city.ac.uk/id/eprint/24373/1/PJM%20adaptation%20of%20BSL%20RST%202020%20prepublication%20version.pdf,,"Justyna Kotowicz, Bencie Woll, R. Herman",Justyna Kotowicz: https://orcid.org/0000-0001-6284-5963; Bencie Woll: https://orcid.org/0000-0002-3300-4775; R. Herman: https://orcid.org/0000-0001-5732-9999,"GB, PL","City, University of London, University College London, Uniwersytet Komisji Edukacji Narodowej w Krakowie",10.1177/0265532220924598
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2998435597,https://doi.org/10.5937/ijcrsee1903013t,CYBERBULLYING IN THE LIGHT OF CHALLENGES OF SCHOOL-BASED PREVENTION,CYBERBULLYING IN THE LIGHT OF CHALLENGES OF SCHOOL-BASED PREVENTION,2019,2019-12-20,International Journal of Cognitive Research in Science Engineering and Education,article,en,,https://doi.org/10.5937/ijcrsee1903013t,https://doi.org/10.5937/ijcrsee1903013t,,"Łukasz Tomczyk, Anna Włoch",Łukasz Tomczyk: https://orcid.org/0000-0002-5652-1433; Anna Włoch: https://orcid.org/0000-0002-5286-8464,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.5937/ijcrsee1903013t
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2899100178,https://doi.org/10.1080/03069885.2018.1538494,Comics as a tool for a narrative approach in early career counselling: theory versus empirical evidence,Comics as a tool for a narrative approach in early career counselling: theory versus empirical evidence,2018,2018-10-29,British Journal of Guidance and Counselling,article,en,,https://doi.org/10.1080/03069885.2018.1538494,,,"Danuta Piróg, Tomasz Rachwał",Danuta Piróg: https://orcid.org/0000-0001-6735-4928; Tomasz Rachwał: https://orcid.org/0000-0002-2232-591X,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.1080/03069885.2018.1538494
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2715117753,https://doi.org/10.1111/johs.12165,The Holocaust: Commemorated but not remembered? Post‐colonial and post‐traumatic perspectives on the reception of the Holocaust memory discourse in Poland,The Holocaust: Commemorated but not remembered? Post‐colonial and post‐traumatic perspectives on the reception of the Holocaust memory discourse in Poland,2017,2017-06-23,Journal of Historical Sociology,article,en,,https://doi.org/10.1111/johs.12165,https://uu.diva-portal.org/smash/get/diva2:1431881/FULLTEXT01,,Sławomir Kapralski,Sławomir Kapralski: https://orcid.org/0000-0002-4215-7693,PL,"Polish Academy of Sciences, Uniwersytet Komisji Edukacji Narodowej w Krakowie",10.1111/johs.12165
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2802351818,https://doi.org/10.1080/02614367.2018.1468921,Amateur choral singing and its implications for the emotional sphere of adult life – a case study,Amateur choral singing and its implications for the emotional sphere of adult life – a case study,2018,2018-05-10,Leisure Studies,article,en,,https://doi.org/10.1080/02614367.2018.1468921,,,Aleksandra Litawa,Aleksandra Litawa: https://orcid.org/0000-0003-2004-8450,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.1080/02614367.2018.1468921
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2794399847,https://doi.org/10.17951/j.2017.30.4.87,The Risk of the Professional Burnout of Workers of Social Service,The Risk of the Professional Burnout of Workers of Social Service,2018,2018-04-30,Annales Universitatis Mariae Curie-Skłodowska sectio J – Paedagogia-Psychologia,article,en,https://journals.umcs.pl/j/article/download/6217/4830,https://doi.org/10.17951/j.2017.30.4.87,https://journals.umcs.pl/j/article/download/6217/4830,,Teresa Zbyrad,Teresa Zbyrad: https://orcid.org/0000-0001-8124-8822,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.17951/j.2017.30.4.87
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3194698358,https://doi.org/10.3390/su13169140,Digital Piracy among Young Adults: The Role of Values and Time Perspectives,Digital Piracy among Young Adults: The Role of Values and Time Perspectives,2021,2021-08-16,Sustainability,article,en,https://www.mdpi.com/2071-1050/13/16/9140/pdf?version=1629087979,https://doi.org/10.3390/su13169140,https://www.mdpi.com/2071-1050/13/16/9140/pdf?version=1629087979,2200 CHF (USD 2382),"Fatih Bayraktar, Łukasz Tomczyk",Fatih Bayraktar: None; Łukasz Tomczyk: https://orcid.org/0000-0002-5652-1433,"CY, PL","Eastern Mediterranean University, Uniwersytet Komisji Edukacji Narodowej w Krakowie",10.3390/su13169140
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3202775785,https://doi.org/10.24917/20801653.353.16,Ocena sytuacji rozwojowej i funkcjonalnej stacji narciarskich - przykład polskich Karpat,Ocena sytuacji rozwojowej i funkcjonalnej stacji narciarskich - przykład polskich Karpat,2021,2021-09-30,Studies of the Industrial Geography Commission of the Polish Geographical Society,article,pl,https://prace-kgp.up.krakow.pl/article/download/8606/7864,https://doi.org/10.24917/20801653.353.16,https://prace-kgp.up.krakow.pl/article/download/8606/7864,,Kinga Krzesiwo,Kinga Krzesiwo: https://orcid.org/0000-0002-9735-9452,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.24917/20801653.353.16
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2581390092,https://doi.org/10.1063/1.4974400,An excerpt from an eye-tracking comparative study between Poland and Japan with the use of Force Concept Inventory,An excerpt from an eye-tracking comparative study between Poland and Japan with the use of Force Concept Inventory,2017,2017-01-01,AIP conference proceedings,article,en,,https://doi.org/10.1063/1.4974400,,,"Roman Rosiek, Mirosława Sajka, Eizo Ohno, Atsushi Shimojo, Michiru Iwata, Dariusz Wcisło",Roman Rosiek: None; Mirosława Sajka: https://orcid.org/0000-0002-0209-7817; Eizo Ohno: None; Atsushi Shimojo: None; Michiru Iwata: None; Dariusz Wcisło: None,"JP, PL","Hokkaido University, Hokkaido University of Education, Uniwersytet Komisji Edukacji Narodowej w Krakowie",10.1063/1.4974400
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W2931741121,https://doi.org/10.24917/20833296.14.34,Kariera zawodowa nauczycieli w warunkach przemian w systemie edukacji: zarys stanu badań,Kariera zawodowa nauczycieli w warunkach przemian w systemie edukacji: zarys stanu badań,2018,2018-12-28,Przedsiębiorczość - Edukacja,article,pl,https://p-e.up.krakow.pl/article/download/20833296.14.34/4444,https://doi.org/10.24917/20833296.14.34,https://p-e.up.krakow.pl/article/download/20833296.14.34/4444,,Danuta Piróg,Danuta Piróg: https://orcid.org/0000-0001-6735-4928,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.24917/20833296.14.34
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3006585398,https://doi.org/10.33225/pec/20.78.04,A FEW REFLECTIONS ON CONTEMPORARY SCIENCE EDUCATION AND EDUCATIONAL RESEARCH,A FEW REFLECTIONS ON CONTEMPORARY SCIENCE EDUCATION AND EDUCATIONAL RESEARCH,2020,2020-02-12,Problems of Education in the 21st Century,article,en,http://oaji.net/articles/2020/457-1581494566.pdf,https://doi.org/10.33225/pec/20.78.04,http://oaji.net/articles/2020/457-1581494566.pdf,,Katarzyna Potyrała,Katarzyna Potyrała: https://orcid.org/0000-0001-9926-0803,PL,"Educational Research Institute, Uniwersytet Komisji Edukacji Narodowej w Krakowie",10.33225/pec/20.78.04
Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,https://openalex.org/W3130655625,https://doi.org/10.14746/ikps.2020.30.08,Reading skills of D/deaf students – native signers,Reading skills of D/deaf students – native signers,2020,2020-12-15,Interdyscyplinarne Konteksty Pedagogiki Specjalnej,article,en,https://pressto.amu.edu.pl/index.php/ikps/article/download/27059/24780,https://doi.org/10.14746/ikps.2020.30.08,https://pressto.amu.edu.pl/index.php/ikps/article/download/27059/24780,,Justyna Kotowicz,Justyna Kotowicz: https://orcid.org/0000-0001-6284-5963,PL,Uniwersytet Komisji Edukacji Narodowej w Krakowie,10.14746/ikps.2020.30.08
